userid,version,sum_gamerounds,retention_1,retention_7
2849017,gate_40,34,FALSE,FALSE
2849039,gate_30,64,TRUE,TRUE
2849118,gate_30,40,TRUE,FALSE
2849218,gate_30,24,TRUE,FALSE
2849235,gate_40,0,TRUE,TRUE
2849375,gate_30,41,TRUE,TRUE
2849463,gate_40,183,TRUE,TRUE
2849656,gate_30,13,FALSE,FALSE
2849815,gate_40,6,FALSE,FALSE
2849827,gate_40,7,FALSE,FALSE
2849902,gate_30,3,FALSE,FALSE
2850006,gate_30,87,TRUE,FALSE
2850283,gate_30,4,FALSE,FALSE
2850311,gate_40,15,TRUE,FALSE
2850498,gate_40,75,TRUE,FALSE
2850549,gate_30,6,TRUE,FALSE
2851020,gate_40,7,FALSE,FALSE
2851058,gate_40,33,TRUE,FALSE
2851086,gate_40,2,FALSE,FALSE
2851199,gate_40,0,FALSE,FALSE
2851265,gate_40,0,FALSE,FALSE
2851624,gate_40,12,FALSE,FALSE
2851774,gate_30,80,TRUE,TRUE
2851807,gate_40,34,TRUE,FALSE
2851999,gate_30,4,FALSE,TRUE
2852014,gate_40,1,FALSE,FALSE
2852143,gate_30,15,FALSE,FALSE
2852242,gate_30,0,FALSE,FALSE
2852335,gate_40,1,FALSE,FALSE
2852369,gate_40,3,FALSE,FALSE
2852433,gate_40,2,FALSE,FALSE
2852675,gate_40,3,FALSE,FALSE
2852871,gate_40,0,FALSE,FALSE
2852900,gate_30,6,FALSE,FALSE
2852901,gate_40,2,FALSE,FALSE
2852925,gate_40,33,TRUE,FALSE
2853236,gate_40,5,FALSE,FALSE
2853582,gate_30,10,TRUE,FALSE
2853673,gate_40,12,FALSE,FALSE
2853995,gate_40,4,FALSE,FALSE
2854126,gate_40,20,TRUE,TRUE
2854174,gate_40,3,FALSE,FALSE
2854372,gate_30,4,FALSE,FALSE
2854400,gate_30,118,TRUE,TRUE
2854445,gate_30,577,TRUE,TRUE
2854469,gate_40,67,TRUE,FALSE
2854591,gate_30,18,FALSE,FALSE
2854714,gate_30,152,TRUE,TRUE
2854928,gate_30,48,TRUE,FALSE
2855183,gate_30,99,TRUE,TRUE
2855262,gate_30,125,TRUE,TRUE
2855369,gate_30,19,FALSE,FALSE
2855411,gate_40,3,FALSE,FALSE
2855682,gate_30,8,TRUE,FALSE
2855704,gate_30,3,FALSE,FALSE
2855809,gate_30,11,FALSE,FALSE
2855880,gate_40,7,FALSE,FALSE
2855974,gate_40,3,FALSE,FALSE
2856137,gate_40,3,FALSE,FALSE
2856146,gate_30,197,TRUE,TRUE
2856183,gate_30,5,FALSE,FALSE
2856211,gate_40,2,FALSE,FALSE
2856311,gate_40,70,TRUE,FALSE
2856459,gate_40,9,FALSE,FALSE
2856550,gate_30,3,FALSE,FALSE
2856604,gate_40,11,TRUE,FALSE
2856820,gate_30,18,FALSE,FALSE
2856998,gate_40,1,FALSE,TRUE
2857194,gate_30,29,FALSE,FALSE
2857290,gate_40,18,FALSE,FALSE
2857493,gate_40,111,TRUE,TRUE
2857622,gate_30,26,TRUE,FALSE
2857627,gate_30,18,TRUE,FALSE
2857848,gate_30,5,TRUE,FALSE
2858249,gate_30,11,FALSE,FALSE
2858617,gate_30,43,TRUE,TRUE
2858662,gate_30,601,TRUE,TRUE
2858705,gate_30,114,TRUE,TRUE
2858767,gate_40,2,FALSE,FALSE
2858840,gate_40,10,FALSE,FALSE
2859358,gate_40,1,FALSE,FALSE
2859406,gate_40,41,TRUE,FALSE
2859502,gate_40,32,FALSE,FALSE
2859550,gate_40,10,FALSE,FALSE
2859568,gate_40,19,FALSE,FALSE
2859664,gate_30,2,FALSE,FALSE
2859777,gate_40,51,TRUE,TRUE
2859910,gate_30,1,FALSE,FALSE
2859968,gate_40,100,TRUE,TRUE
2860101,gate_40,150,TRUE,TRUE
2860193,gate_40,301,TRUE,TRUE
2860270,gate_40,3,FALSE,FALSE
2860393,gate_40,19,FALSE,FALSE
2860437,gate_40,2,FALSE,FALSE
2860563,gate_30,19,FALSE,FALSE
2860642,gate_40,0,FALSE,FALSE
2860698,gate_40,92,TRUE,FALSE
2860746,gate_30,13,FALSE,FALSE
2860790,gate_40,2,FALSE,FALSE
2860804,gate_30,1,FALSE,FALSE
2860916,gate_30,11,FALSE,FALSE
2860991,gate_40,6,FALSE,FALSE
2861001,gate_40,4,FALSE,FALSE
2861274,gate_30,12,TRUE,FALSE
2861386,gate_40,6,TRUE,FALSE
2861454,gate_40,47,TRUE,TRUE
2861733,gate_40,66,TRUE,FALSE
2861741,gate_30,60,TRUE,FALSE
2861753,gate_40,8,TRUE,FALSE
2861865,gate_40,1,FALSE,FALSE
2861986,gate_30,213,TRUE,TRUE
2862071,gate_30,0,FALSE,FALSE
2862093,gate_30,47,FALSE,FALSE
2862227,gate_30,26,TRUE,FALSE
2862291,gate_30,5,FALSE,FALSE
2862471,gate_30,77,TRUE,TRUE
2862594,gate_40,2,FALSE,FALSE
2862619,gate_30,41,TRUE,FALSE
2862817,gate_30,16,TRUE,TRUE
2863043,gate_40,1,FALSE,FALSE
2863099,gate_30,30,TRUE,FALSE
2863136,gate_30,43,FALSE,FALSE
2863163,gate_30,22,TRUE,FALSE
2863279,gate_40,395,TRUE,TRUE
2863394,gate_40,6,FALSE,FALSE
2863572,gate_40,66,TRUE,FALSE
2863646,gate_30,143,FALSE,TRUE
2863693,gate_30,2,FALSE,FALSE
2863701,gate_40,5,FALSE,FALSE
2863703,gate_30,77,TRUE,FALSE
2863812,gate_30,17,TRUE,FALSE
2863901,gate_40,21,TRUE,FALSE
2864097,gate_40,276,TRUE,TRUE
2864440,gate_40,1,FALSE,FALSE
2864452,gate_40,9,FALSE,FALSE
2864460,gate_30,14,FALSE,FALSE
2864826,gate_40,14,TRUE,FALSE
2864894,gate_30,5,FALSE,FALSE
2864991,gate_30,14,TRUE,FALSE
2865339,gate_40,38,TRUE,FALSE
2865398,gate_40,117,TRUE,TRUE
2865438,gate_30,2,FALSE,FALSE
2865446,gate_40,252,TRUE,TRUE
2865890,gate_40,3,FALSE,FALSE
2866210,gate_40,17,FALSE,FALSE
2866316,gate_40,86,TRUE,TRUE
2866405,gate_40,6,FALSE,FALSE
2866546,gate_40,1,FALSE,FALSE
2866683,gate_30,293,TRUE,TRUE
2866770,gate_30,108,TRUE,FALSE
2866905,gate_30,8,FALSE,FALSE
2866994,gate_30,88,TRUE,TRUE
2867197,gate_30,22,TRUE,FALSE
2867331,gate_30,7,FALSE,FALSE
2867342,gate_30,14,TRUE,FALSE
2867357,gate_30,1,FALSE,FALSE
2867781,gate_40,7,FALSE,FALSE
2868041,gate_40,49,TRUE,FALSE
2868256,gate_30,43,TRUE,FALSE
2868279,gate_40,76,TRUE,TRUE
2868480,gate_40,53,TRUE,TRUE
2868542,gate_40,20,FALSE,FALSE
2868549,gate_40,14,FALSE,FALSE
2868613,gate_30,0,FALSE,FALSE
2868644,gate_30,4,FALSE,FALSE
2868755,gate_40,28,TRUE,FALSE
2868864,gate_30,1,FALSE,FALSE
2868929,gate_30,1,FALSE,FALSE
2868969,gate_30,12,FALSE,FALSE
2869026,gate_30,128,TRUE,FALSE
2869109,gate_40,70,TRUE,FALSE
2869210,gate_40,12,FALSE,FALSE
2869249,gate_30,68,TRUE,FALSE
2869276,gate_40,30,FALSE,FALSE
2869287,gate_40,33,FALSE,TRUE
2869376,gate_40,13,FALSE,FALSE
2869475,gate_30,146,TRUE,TRUE
2869568,gate_30,43,TRUE,TRUE
2869591,gate_30,10,FALSE,FALSE
2869629,gate_40,15,TRUE,FALSE
2869671,gate_30,13,FALSE,FALSE
2869818,gate_40,8,FALSE,FALSE
2869879,gate_30,6,FALSE,FALSE
2869956,gate_40,14,FALSE,FALSE
2870127,gate_30,38,TRUE,FALSE
2870179,gate_30,6,FALSE,FALSE
2870241,gate_40,16,FALSE,FALSE
2870382,gate_30,27,FALSE,FALSE
2870434,gate_30,13,FALSE,FALSE
2870549,gate_40,103,TRUE,FALSE
2870656,gate_30,42,FALSE,FALSE
2870785,gate_40,22,TRUE,FALSE
2870834,gate_40,40,TRUE,FALSE
2870862,gate_40,124,FALSE,TRUE
2870961,gate_40,42,TRUE,TRUE
2871041,gate_40,10,FALSE,FALSE
2871423,gate_30,14,FALSE,FALSE
2871431,gate_40,20,FALSE,FALSE
2871490,gate_30,104,TRUE,TRUE
2871531,gate_30,49,TRUE,FALSE
2871616,gate_40,84,TRUE,FALSE
2871673,gate_40,21,FALSE,FALSE
2871786,gate_30,33,TRUE,FALSE
2871849,gate_30,4,FALSE,FALSE
2871852,gate_40,2,FALSE,FALSE
2872220,gate_40,10,TRUE,FALSE
2872243,gate_40,5,FALSE,FALSE
2872261,gate_40,11,FALSE,FALSE
2872830,gate_40,3,FALSE,FALSE
2872968,gate_30,5,FALSE,FALSE
2873105,gate_30,3,FALSE,FALSE
2873118,gate_40,86,TRUE,TRUE
2873125,gate_40,21,FALSE,FALSE
2873330,gate_40,107,TRUE,TRUE
2873333,gate_30,14,FALSE,FALSE
2873339,gate_30,10,TRUE,TRUE
2873434,gate_30,7,FALSE,FALSE
2873441,gate_30,194,TRUE,TRUE
2873595,gate_30,76,FALSE,TRUE
2873616,gate_40,11,TRUE,FALSE
2873626,gate_30,21,FALSE,FALSE
2873935,gate_40,22,TRUE,FALSE
2874144,gate_40,10,FALSE,FALSE
2874249,gate_40,4,FALSE,FALSE
2874268,gate_40,12,FALSE,FALSE
2874285,gate_30,14,TRUE,FALSE
2874529,gate_30,63,TRUE,FALSE
2874625,gate_30,16,TRUE,FALSE
2874673,gate_40,24,TRUE,FALSE
2874760,gate_40,4,FALSE,FALSE
2874836,gate_30,7,FALSE,FALSE
2874845,gate_30,24,TRUE,FALSE
2875016,gate_30,89,FALSE,FALSE
2875198,gate_40,21,TRUE,FALSE
2875253,gate_30,17,FALSE,FALSE
2875310,gate_30,159,TRUE,TRUE
2875312,gate_30,69,TRUE,FALSE
2875476,gate_30,73,TRUE,FALSE
2875563,gate_30,14,TRUE,FALSE
2875597,gate_30,198,TRUE,TRUE
2875644,gate_30,13,FALSE,FALSE
2875861,gate_40,23,TRUE,FALSE
2875889,gate_30,72,TRUE,FALSE
2875941,gate_30,11,FALSE,FALSE
2875970,gate_40,6,FALSE,FALSE
2876200,gate_30,1,FALSE,FALSE
2876251,gate_30,1,FALSE,FALSE
2876552,gate_30,4,FALSE,FALSE
2876660,gate_30,23,TRUE,FALSE
2876669,gate_40,161,TRUE,FALSE
2876716,gate_30,98,TRUE,FALSE
2876752,gate_30,44,TRUE,FALSE
2876863,gate_40,100,TRUE,TRUE
2877109,gate_30,6,FALSE,FALSE
2877134,gate_40,31,TRUE,FALSE
2877439,gate_30,86,TRUE,FALSE
2877638,gate_30,344,TRUE,FALSE
2877871,gate_40,33,FALSE,FALSE
2877926,gate_40,97,TRUE,FALSE
2878028,gate_30,2,FALSE,FALSE
2878306,gate_40,8,FALSE,FALSE
2878313,gate_40,32,FALSE,FALSE
2878409,gate_40,23,FALSE,FALSE
2878552,gate_30,14,FALSE,FALSE
2878577,gate_30,34,FALSE,FALSE
2878584,gate_40,102,TRUE,FALSE
2878760,gate_40,68,TRUE,FALSE
2878811,gate_30,25,TRUE,FALSE
2879104,gate_40,10,FALSE,FALSE
2879194,gate_30,20,TRUE,FALSE
2879198,gate_30,1,FALSE,FALSE
2879213,gate_30,10,FALSE,FALSE
2879376,gate_40,0,FALSE,FALSE
2879579,gate_30,39,TRUE,TRUE
2879626,gate_30,0,FALSE,FALSE
2879748,gate_30,4,FALSE,FALSE
2879892,gate_40,9,FALSE,FALSE
2879948,gate_30,8,TRUE,FALSE
2879967,gate_30,13,TRUE,FALSE
2879995,gate_30,12,TRUE,FALSE
2880189,gate_30,108,FALSE,FALSE
2880393,gate_30,116,TRUE,TRUE
2880433,gate_40,79,TRUE,TRUE
2880558,gate_30,44,TRUE,FALSE
2880608,gate_40,29,FALSE,FALSE
2880766,gate_40,1,FALSE,FALSE
2881206,gate_40,23,TRUE,FALSE
2881240,gate_30,7,FALSE,FALSE
2881321,gate_40,3,FALSE,FALSE
2881324,gate_40,50,TRUE,FALSE
2881431,gate_40,1,FALSE,FALSE
2881615,gate_30,18,TRUE,FALSE
2881655,gate_30,18,TRUE,FALSE
2881683,gate_30,4,FALSE,FALSE
2881775,gate_40,165,TRUE,FALSE
2881928,gate_40,42,TRUE,TRUE
2881969,gate_30,19,FALSE,FALSE
2882160,gate_40,11,TRUE,FALSE
2882176,gate_40,3,FALSE,FALSE
2882287,gate_30,132,TRUE,TRUE
2882321,gate_40,13,TRUE,FALSE
2882435,gate_30,36,TRUE,FALSE
2882442,gate_30,7,TRUE,FALSE
2882602,gate_30,19,TRUE,FALSE
2882631,gate_40,1,FALSE,FALSE
2882670,gate_40,14,FALSE,FALSE
2882700,gate_30,4,FALSE,FALSE
2882841,gate_40,8,FALSE,FALSE
2882864,gate_30,111,TRUE,TRUE
2883049,gate_40,126,TRUE,FALSE
2883118,gate_40,68,TRUE,FALSE
2883450,gate_30,29,TRUE,TRUE
2883691,gate_40,173,TRUE,TRUE
2884336,gate_40,2,FALSE,FALSE
2884354,gate_30,14,FALSE,FALSE
2884359,gate_30,50,TRUE,FALSE
2884442,gate_30,2,FALSE,FALSE
2884532,gate_40,31,TRUE,FALSE
2884820,gate_40,20,TRUE,FALSE
2884939,gate_30,57,TRUE,FALSE
2885011,gate_40,36,FALSE,FALSE
2885068,gate_40,9,TRUE,FALSE
2885096,gate_40,39,FALSE,FALSE
2885401,gate_30,2,FALSE,FALSE
2885501,gate_40,13,FALSE,FALSE
2885570,gate_30,6,FALSE,FALSE
2885710,gate_40,11,FALSE,TRUE
2885743,gate_30,41,TRUE,TRUE
2885842,gate_40,511,TRUE,TRUE
2885917,gate_40,22,FALSE,TRUE
2886302,gate_40,296,TRUE,TRUE
2886451,gate_30,81,TRUE,FALSE
2886458,gate_40,10,FALSE,FALSE
2886638,gate_30,50,TRUE,TRUE
2886661,gate_30,21,TRUE,FALSE
2886819,gate_40,163,TRUE,TRUE
2886930,gate_30,7,FALSE,FALSE
2886963,gate_40,17,FALSE,FALSE
2887036,gate_30,2,TRUE,FALSE
2887124,gate_40,29,FALSE,FALSE
2887129,gate_30,105,TRUE,FALSE
2887152,gate_30,11,FALSE,FALSE
2887176,gate_40,4,FALSE,FALSE
2887193,gate_30,81,TRUE,TRUE
2887802,gate_40,5,TRUE,FALSE
2888169,gate_40,1,FALSE,FALSE
2888189,gate_30,2,FALSE,FALSE
2888244,gate_30,26,FALSE,TRUE
2888584,gate_30,8,FALSE,FALSE
2888585,gate_30,1,FALSE,FALSE
2888680,gate_40,2,FALSE,FALSE
2888781,gate_30,39,TRUE,FALSE
2888784,gate_40,5,FALSE,FALSE
2888920,gate_40,87,FALSE,TRUE
2889231,gate_30,45,TRUE,FALSE
2889285,gate_30,2,FALSE,FALSE
2889389,gate_30,3,FALSE,FALSE
2889718,gate_40,6,FALSE,FALSE
2889921,gate_40,74,FALSE,TRUE
2889989,gate_40,47,TRUE,FALSE
2890225,gate_40,5,TRUE,FALSE
2890348,gate_30,34,FALSE,FALSE
2890360,gate_40,1,FALSE,FALSE
2890661,gate_40,30,TRUE,FALSE
2890775,gate_40,28,TRUE,FALSE
2890871,gate_30,6,TRUE,FALSE
2890919,gate_40,201,TRUE,TRUE
2890957,gate_30,17,FALSE,FALSE
2891227,gate_30,67,FALSE,FALSE
2891277,gate_30,35,TRUE,FALSE
2891294,gate_40,3,TRUE,FALSE
2891312,gate_30,20,FALSE,FALSE
2891329,gate_40,1,FALSE,FALSE
2891485,gate_40,109,TRUE,TRUE
2891529,gate_40,16,TRUE,FALSE
2891664,gate_30,2,FALSE,FALSE
2891674,gate_30,0,FALSE,FALSE
2892017,gate_30,10,FALSE,FALSE
2892257,gate_40,4,FALSE,FALSE
2892267,gate_30,3,FALSE,FALSE
2892369,gate_40,3,FALSE,FALSE
2892482,gate_30,136,TRUE,FALSE
2892506,gate_30,6,FALSE,FALSE
2892536,gate_30,8,FALSE,FALSE
2892593,gate_30,4,FALSE,FALSE
2892684,gate_40,0,FALSE,FALSE
2892819,gate_40,93,TRUE,TRUE
2892872,gate_30,6,FALSE,FALSE
2893127,gate_30,161,TRUE,FALSE
2893207,gate_30,323,TRUE,TRUE
2893249,gate_30,5,FALSE,FALSE
2893340,gate_30,12,FALSE,FALSE
2893342,gate_40,4,FALSE,FALSE
2893430,gate_40,7,FALSE,FALSE
2893550,gate_30,2,FALSE,FALSE
2894045,gate_40,4,FALSE,FALSE
2894227,gate_40,22,TRUE,FALSE
2894632,gate_30,9,FALSE,FALSE
2894926,gate_40,1,FALSE,FALSE
2894967,gate_40,14,FALSE,FALSE
2894996,gate_40,19,FALSE,TRUE
2895087,gate_30,42,FALSE,FALSE
2895112,gate_30,6,FALSE,FALSE
2895236,gate_40,21,FALSE,FALSE
2895329,gate_30,124,TRUE,FALSE
2895483,gate_40,7,FALSE,FALSE
2895589,gate_40,1,FALSE,FALSE
2895731,gate_40,61,TRUE,TRUE
2895878,gate_30,96,TRUE,TRUE
2895881,gate_30,17,FALSE,FALSE
2896006,gate_30,25,TRUE,FALSE
2896240,gate_30,21,TRUE,TRUE
2896266,gate_30,4,FALSE,FALSE
2896599,gate_40,42,TRUE,FALSE
2896600,gate_30,2,TRUE,FALSE
2896737,gate_30,33,FALSE,FALSE
2896775,gate_40,18,TRUE,FALSE
2896776,gate_40,18,FALSE,FALSE
2896890,gate_30,40,TRUE,FALSE
2897068,gate_40,47,TRUE,FALSE
2897488,gate_40,1,FALSE,FALSE
2897550,gate_40,25,TRUE,FALSE
2897865,gate_30,15,TRUE,FALSE
2897931,gate_30,86,TRUE,FALSE
2898244,gate_40,123,TRUE,TRUE
2898254,gate_30,517,TRUE,TRUE
2898633,gate_30,41,TRUE,FALSE
2898686,gate_30,29,FALSE,FALSE
2898777,gate_40,239,TRUE,TRUE
2898893,gate_40,1,FALSE,FALSE
2899054,gate_30,105,TRUE,TRUE
2899509,gate_30,26,TRUE,FALSE
2900214,gate_30,29,FALSE,TRUE
2900239,gate_30,48,FALSE,TRUE
2900432,gate_30,19,FALSE,FALSE
2900908,gate_30,11,FALSE,FALSE
2900949,gate_40,294,TRUE,FALSE
2901030,gate_40,12,FALSE,FALSE
2901351,gate_30,2,FALSE,FALSE
2901373,gate_30,13,FALSE,FALSE
2901718,gate_40,52,FALSE,TRUE
2901724,gate_30,17,TRUE,FALSE
2901742,gate_30,114,TRUE,FALSE
2901902,gate_30,190,TRUE,TRUE
2901903,gate_40,6,FALSE,FALSE
2901955,gate_30,5,TRUE,FALSE
2902050,gate_30,176,TRUE,TRUE
2902136,gate_40,29,TRUE,FALSE
2902157,gate_30,39,TRUE,FALSE
2902307,gate_40,19,FALSE,FALSE
2902401,gate_30,5,FALSE,FALSE
2902457,gate_40,9,FALSE,FALSE
2902613,gate_40,155,FALSE,TRUE
2902676,gate_30,31,TRUE,FALSE
2902806,gate_40,3,FALSE,FALSE
2902917,gate_40,3,FALSE,FALSE
2902988,gate_40,85,TRUE,FALSE
2903013,gate_40,1,FALSE,FALSE
2903070,gate_30,37,FALSE,FALSE
2903109,gate_30,6,FALSE,FALSE
2903170,gate_40,1,FALSE,FALSE
2903175,gate_40,59,TRUE,FALSE
2903246,gate_30,11,TRUE,TRUE
2903280,gate_30,43,TRUE,FALSE
2904026,gate_30,49,FALSE,TRUE
2904100,gate_30,37,FALSE,FALSE
2904641,gate_30,4,FALSE,FALSE
2904772,gate_30,25,TRUE,FALSE
2904836,gate_40,2,FALSE,FALSE
2905359,gate_30,17,FALSE,FALSE
2905509,gate_30,7,FALSE,FALSE
2905609,gate_30,21,FALSE,FALSE
2905658,gate_40,128,TRUE,FALSE
2905819,gate_30,59,FALSE,TRUE
2906034,gate_30,0,FALSE,FALSE
2906233,gate_40,20,FALSE,FALSE
2906275,gate_30,52,TRUE,TRUE
2906277,gate_30,57,TRUE,TRUE
2906338,gate_30,46,FALSE,FALSE
2906441,gate_30,270,TRUE,TRUE
2906479,gate_40,11,TRUE,TRUE
2906525,gate_30,77,FALSE,FALSE
2906884,gate_40,132,TRUE,FALSE
2906987,gate_30,1,FALSE,FALSE
2907128,gate_40,15,FALSE,FALSE
2907241,gate_40,50,TRUE,FALSE
2907308,gate_40,0,FALSE,FALSE
2907433,gate_40,220,FALSE,TRUE
2907547,gate_40,8,FALSE,FALSE
2907556,gate_40,4,FALSE,FALSE
2907566,gate_30,35,TRUE,TRUE
2907858,gate_40,1,FALSE,FALSE
2907882,gate_30,91,TRUE,TRUE
2908077,gate_30,5,TRUE,FALSE
2908090,gate_30,16,TRUE,FALSE
2908154,gate_30,14,FALSE,FALSE
2908277,gate_30,179,TRUE,TRUE
2908382,gate_30,34,FALSE,TRUE
2908417,gate_30,14,TRUE,FALSE
2908494,gate_40,1,FALSE,FALSE
2908587,gate_30,125,TRUE,FALSE
2908636,gate_40,11,FALSE,FALSE
2908733,gate_40,11,TRUE,FALSE
2908741,gate_30,26,TRUE,TRUE
2908916,gate_40,45,TRUE,FALSE
2908976,gate_40,2,FALSE,FALSE
2909011,gate_30,78,TRUE,TRUE
2909028,gate_30,5,FALSE,FALSE
2909056,gate_30,1,FALSE,FALSE
2909080,gate_40,4,FALSE,FALSE
2909519,gate_30,12,FALSE,FALSE
2909617,gate_40,7,FALSE,FALSE
2909682,gate_30,71,FALSE,TRUE
2909703,gate_40,21,TRUE,FALSE
2909779,gate_30,6,FALSE,FALSE
2909835,gate_40,5,FALSE,FALSE
2909944,gate_40,2,FALSE,FALSE
2910336,gate_30,209,TRUE,TRUE
2910523,gate_40,236,TRUE,TRUE
2910671,gate_30,25,TRUE,FALSE
2910672,gate_30,34,TRUE,FALSE
2910673,gate_40,6,FALSE,FALSE
2910766,gate_40,33,TRUE,FALSE
2910813,gate_30,6,TRUE,FALSE
2910850,gate_30,4,TRUE,FALSE
2911012,gate_30,16,TRUE,FALSE
2911015,gate_30,20,TRUE,FALSE
2911030,gate_30,13,TRUE,FALSE
2911173,gate_30,4,FALSE,FALSE
2911257,gate_40,4,FALSE,FALSE
2911498,gate_40,2,FALSE,FALSE
2911620,gate_30,28,TRUE,FALSE
2911695,gate_40,22,TRUE,FALSE
2911910,gate_40,8,FALSE,FALSE
2911917,gate_40,149,TRUE,TRUE
2911949,gate_40,9,TRUE,FALSE
2912096,gate_30,2,FALSE,FALSE
2912209,gate_30,4,FALSE,FALSE
2912320,gate_30,87,TRUE,FALSE
2912391,gate_30,70,TRUE,TRUE
2912526,gate_30,11,FALSE,FALSE
2912542,gate_30,234,TRUE,TRUE
2913185,gate_40,59,TRUE,FALSE
2913190,gate_40,272,TRUE,TRUE
2913222,gate_30,11,FALSE,FALSE
2913258,gate_30,33,FALSE,FALSE
2913315,gate_40,1,FALSE,FALSE
2913359,gate_30,47,FALSE,FALSE
2913381,gate_30,98,FALSE,FALSE
2913402,gate_40,102,TRUE,TRUE
2913633,gate_30,196,TRUE,TRUE
2913638,gate_40,1,FALSE,FALSE
2913683,gate_30,219,TRUE,TRUE
2914057,gate_40,12,FALSE,FALSE
2914091,gate_40,9,FALSE,FALSE
2914172,gate_40,61,TRUE,FALSE
2914219,gate_30,910,TRUE,TRUE
2914347,gate_30,1,FALSE,FALSE
2914429,gate_40,1,FALSE,FALSE
2914430,gate_30,2,TRUE,FALSE
2914581,gate_40,184,TRUE,TRUE
2914632,gate_30,32,TRUE,FALSE
2914659,gate_30,3,FALSE,FALSE
2914669,gate_30,21,FALSE,FALSE
2914679,gate_30,33,FALSE,FALSE
2914704,gate_30,1245,TRUE,TRUE
2914819,gate_30,35,TRUE,FALSE
2914876,gate_40,0,FALSE,FALSE
2915044,gate_30,5,FALSE,FALSE
2915135,gate_40,6,TRUE,FALSE
2915220,gate_40,7,FALSE,FALSE
2915232,gate_30,45,TRUE,FALSE
2915444,gate_30,29,TRUE,FALSE
2915721,gate_30,10,FALSE,FALSE
2915789,gate_30,40,TRUE,FALSE
2915828,gate_30,83,TRUE,FALSE
2915921,gate_40,1,FALSE,FALSE
2915994,gate_30,208,TRUE,FALSE
2916052,gate_30,20,TRUE,FALSE
2916090,gate_30,19,FALSE,FALSE
2916256,gate_30,1,FALSE,FALSE
2916417,gate_40,77,FALSE,FALSE
2916441,gate_40,2,FALSE,FALSE
2916478,gate_30,2,FALSE,FALSE
2916990,gate_30,70,TRUE,FALSE
2917032,gate_30,12,FALSE,FALSE
2917090,gate_30,1,FALSE,FALSE
2917191,gate_40,27,TRUE,FALSE
2917371,gate_40,44,FALSE,FALSE
2917463,gate_40,9,FALSE,FALSE
2917590,gate_40,119,TRUE,FALSE
2917656,gate_40,30,TRUE,FALSE
2918003,gate_40,77,TRUE,TRUE
2918018,gate_40,36,FALSE,FALSE
2918053,gate_40,34,TRUE,FALSE
2918061,gate_30,94,TRUE,TRUE
2918073,gate_30,96,TRUE,FALSE
2918077,gate_40,14,FALSE,FALSE
2918086,gate_40,39,FALSE,FALSE
2918104,gate_40,62,FALSE,FALSE
2918142,gate_40,0,FALSE,FALSE
2918482,gate_30,0,FALSE,FALSE
2918592,gate_40,28,TRUE,FALSE
2918733,gate_30,215,TRUE,TRUE
2918899,gate_40,2,FALSE,FALSE
2919033,gate_40,6,FALSE,FALSE
2919048,gate_30,6,FALSE,FALSE
2919201,gate_30,52,TRUE,FALSE
2919315,gate_40,23,FALSE,FALSE
2919350,gate_30,1,FALSE,FALSE
2919365,gate_30,71,TRUE,TRUE
2919475,gate_40,41,FALSE,FALSE
2919489,gate_30,164,TRUE,FALSE
2919566,gate_30,25,FALSE,FALSE
2919594,gate_30,13,FALSE,FALSE
2919663,gate_30,17,TRUE,FALSE
2919876,gate_40,1,FALSE,FALSE
2919978,gate_30,76,TRUE,FALSE
2920009,gate_40,1,FALSE,FALSE
2920087,gate_30,21,TRUE,FALSE
2920168,gate_30,164,TRUE,TRUE
2920501,gate_30,16,FALSE,FALSE
2920665,gate_30,0,FALSE,FALSE
2920672,gate_30,4,FALSE,FALSE
2920704,gate_40,21,TRUE,FALSE
2920762,gate_40,3,FALSE,FALSE
2921123,gate_30,110,TRUE,FALSE
2921494,gate_40,50,TRUE,FALSE
2921507,gate_30,21,FALSE,FALSE
2921551,gate_30,7,FALSE,FALSE
2921598,gate_30,11,TRUE,FALSE
2921697,gate_40,16,TRUE,FALSE
2921698,gate_40,49,TRUE,FALSE
2922207,gate_30,58,TRUE,FALSE
2922424,gate_30,1,FALSE,FALSE
2922425,gate_30,76,TRUE,TRUE
2922473,gate_40,80,TRUE,FALSE
2922525,gate_40,5,FALSE,FALSE
2922858,gate_30,1300,TRUE,TRUE
2922939,gate_30,16,TRUE,FALSE
2923024,gate_40,0,FALSE,FALSE
2923100,gate_40,4,FALSE,FALSE
2923150,gate_40,15,FALSE,FALSE
2923224,gate_40,1,FALSE,FALSE
2923376,gate_30,0,FALSE,FALSE
2923561,gate_40,236,TRUE,TRUE
2923616,gate_40,81,FALSE,TRUE
2923671,gate_30,33,TRUE,FALSE
2923754,gate_30,29,TRUE,FALSE
2923862,gate_30,47,TRUE,FALSE
2924001,gate_40,29,TRUE,FALSE
2924074,gate_30,23,FALSE,FALSE
2924102,gate_40,3,FALSE,FALSE
2924220,gate_40,13,FALSE,TRUE
2924234,gate_30,37,TRUE,FALSE
2924292,gate_40,4,FALSE,FALSE
2924382,gate_40,13,FALSE,FALSE
2924492,gate_40,27,TRUE,FALSE
2924542,gate_40,31,TRUE,FALSE
2924719,gate_30,87,TRUE,TRUE
2925051,gate_30,25,TRUE,FALSE
2925078,gate_40,423,TRUE,TRUE
2925115,gate_40,101,TRUE,FALSE
2925146,gate_30,59,TRUE,TRUE
2925196,gate_30,2,FALSE,FALSE
