,user_id,signup_month,month,spend
28428,2369,0,1,495
28452,2371,0,1,472
28464,2372,0,1,455
28500,2375,0,1,496
28536,2378,0,1,514
28584,2382,0,1,482
28620,2385,0,1,456
28632,2386,0,1,502
28644,2387,0,1,484
28668,2389,0,1,505
28704,2392,0,1,474
28716,2393,0,1,476
28728,2394,0,1,449
28752,2396,0,1,480
28764,2397,0,1,470
28776,2398,0,1,491
28812,2401,0,1,509
28836,2403,0,1,495
28860,2405,0,1,488
28884,2407,0,1,488
28908,2409,0,1,501
28968,2414,0,1,495
28980,2415,0,1,489
28992,2416,0,1,499
29016,2418,0,1,461
29028,2419,0,1,487
29076,2423,0,1,520
29088,2424,0,1,496
29100,2425,0,1,500
29112,2426,0,1,514
29124,2427,0,1,497
29148,2429,0,1,492
29160,2430,0,1,506
29184,2432,0,1,499
29196,2433,0,1,499
29232,2436,0,1,498
29268,2439,0,1,465
29280,2440,0,1,514
29292,2441,0,1,486
29304,2442,0,1,506
29340,2445,0,1,481
29364,2447,0,1,466
29376,2448,0,1,485
29424,2452,0,1,487
29472,2456,0,1,566
29508,2459,0,1,506
29532,2461,0,1,469
29556,2463,0,1,517
29568,2464,0,1,468
29592,2466,0,1,517
29628,2469,0,1,511
29640,2470,0,1,558
29688,2474,0,1,483
29712,2476,0,1,515
29736,2478,0,1,470
29796,2483,0,1,527
29808,2484,0,1,517
29820,2485,0,1,486
29856,2488,0,1,489
29868,2489,0,1,511
29880,2490,0,1,529
29940,2495,0,1,468
29952,2496,0,1,508
29964,2497,0,1,519
29988,2499,0,1,460
30060,2505,0,1,472
30096,2508,0,1,492
30120,2510,0,1,461
30132,2511,0,1,493
30144,2512,0,1,511
30180,2515,0,1,459
30192,2516,0,1,506
30228,2519,0,1,533
30312,2526,0,1,460
30348,2529,0,1,519
30384,2532,0,1,511
30420,2535,0,1,479
30432,2536,0,1,509
30480,2540,0,1,507
30516,2543,0,1,482
30528,2544,0,1,482
30540,2545,0,1,507
30564,2547,0,1,475
30588,2549,0,1,535
30600,2550,0,1,487
30624,2552,0,1,476
30636,2553,0,1,494
30648,2554,0,1,485
30672,2556,0,1,503
30696,2558,0,1,468
30720,2560,0,1,510
30732,2561,0,1,477
30768,2564,0,1,485
30852,2571,0,1,482
30876,2573,0,1,471
30888,2574,0,1,473
30912,2576,0,1,506
30936,2578,0,1,483
30972,2581,0,1,481
30984,2582,0,1,475
30996,2583,0,1,475
31008,2584,0,1,477
31020,2585,0,1,476
31044,2587,0,1,523
31056,2588,0,1,480
31068,2589,0,1,481
31080,2590,0,1,522
31092,2591,0,1,539
31104,2592,0,1,512
31116,2593,0,1,501
31128,2594,0,1,502
31140,2595,0,1,458
31152,2596,0,1,483
31164,2597,0,1,517
31176,2598,0,1,478
31188,2599,0,1,465
31248,2604,0,1,517
31272,2606,0,1,489
31284,2607,0,1,486
31296,2608,0,1,488
31320,2610,0,1,493
31344,2612,0,1,466
31356,2613,0,1,490
31392,2616,0,1,497
31416,2618,0,1,465
31428,2619,0,1,450
31440,2620,0,1,478
31464,2622,0,1,448
31488,2624,0,1,512
31500,2625,0,1,512
31512,2626,0,1,505
31548,2629,0,1,508
31560,2630,0,1,474
31620,2635,0,1,473
31632,2636,0,1,508
31644,2637,0,1,488
31692,2641,0,1,483
31716,2643,0,1,491
31764,2647,0,1,481
31788,2649,0,1,499
31812,2651,0,1,449
31824,2652,0,1,494
31848,2654,0,1,532
31860,2655,0,1,479
31872,2656,0,1,451
31908,2659,0,1,485
31920,2660,0,1,510
31932,2661,0,1,488
31944,2662,0,1,505
31968,2664,0,1,534
31980,2665,0,1,483
31992,2666,0,1,494
32004,2667,0,1,482
32016,2668,0,1,518
32052,2671,0,1,492
32064,2672,0,1,477
32076,2673,0,1,517
32088,2674,0,1,478
32100,2675,0,1,491
32112,2676,0,1,446
32124,2677,0,1,493
32136,2678,0,1,500
32148,2679,0,1,474
32172,2681,0,1,513
32184,2682,0,1,461
32232,2686,0,1,491
32244,2687,0,1,489
32268,2689,0,1,526
32292,2691,0,1,481
32316,2693,0,1,485
32328,2694,0,1,480
32352,2696,0,1,446
32388,2699,0,1,507
32412,2701,0,1,516
32424,2702,0,1,522
32436,2703,0,1,504
32460,2705,0,1,509
32484,2707,0,1,499
32508,2709,0,1,473
32532,2711,0,1,492
32616,2718,0,1,499
32652,2721,0,1,485
32664,2722,0,1,524
32700,2725,0,1,453
32736,2728,0,1,499
32748,2729,0,1,497
32760,2730,0,1,496
32772,2731,0,1,489
32808,2734,0,1,491
32856,2738,0,1,473
32880,2740,0,1,494
32928,2744,0,1,499
32940,2745,0,1,517
32952,2746,0,1,465
32964,2747,0,1,469
32976,2748,0,1,454
32988,2749,0,1,462
33000,2750,0,1,451
33084,2757,0,1,544
33108,2759,0,1,503
33120,2760,0,1,483
33192,2766,0,1,513
33228,2769,0,1,509
33240,2770,0,1,505
33252,2771,0,1,505
33264,2772,0,1,479
33276,2773,0,1,509
33300,2775,0,1,478
33312,2776,0,1,477
33348,2779,0,1,448
33360,2780,0,1,479
33384,2782,0,1,510
33408,2784,0,1,512
33420,2785,0,1,533
33444,2787,0,1,468
33468,2789,0,1,507
33480,2790,0,1,486
33492,2791,0,1,505
33528,2794,0,1,495
33540,2795,0,1,488
33564,2797,0,1,487
33576,2798,0,1,484
33612,2801,0,1,490
33624,2802,0,1,518
33672,2806,0,1,494
33708,2809,0,1,471
33720,2810,0,1,490
33732,2811,0,1,484
33744,2812,0,1,540
33756,2813,0,1,501
33780,2815,0,1,491
33792,2816,0,1,496
33816,2818,0,1,539
33828,2819,0,1,509
33852,2821,0,1,468
33864,2822,0,1,497
33876,2823,0,1,487
33924,2827,0,1,519
33936,2828,0,1,495
34008,2834,0,1,472
34020,2835,0,1,449
34044,2837,0,1,516
34056,2838,0,1,475
34068,2839,0,1,530
34092,2841,0,1,485
34104,2842,0,1,452
34128,2844,0,1,527
34140,2845,0,1,486
34176,2848,0,1,493
34200,2850,0,1,463
34212,2851,0,1,499
34224,2852,0,1,485
34260,2855,0,1,512
34272,2856,0,1,479
34284,2857,0,1,474
34296,2858,0,1,514
34308,2859,0,1,470
34344,2862,0,1,493
34356,2863,0,1,494
34380,2865,0,1,485
34404,2867,0,1,492
34452,2871,0,1,498
34500,2875,0,1,466
34524,2877,0,1,452
34560,2880,0,1,472
34608,2884,0,1,483
34620,2885,0,1,501
34668,2889,0,1,484
34692,2891,0,1,533
34752,2896,0,1,501
34764,2897,0,1,465
34788,2899,0,1,482
34800,2900,0,1,492
34848,2904,0,1,491
34884,2907,0,1,491
34908,2909,0,1,465
34944,2912,0,1,489
34956,2913,0,1,484
34968,2914,0,1,502
34980,2915,0,1,493
35004,2917,0,1,506
35016,2918,0,1,494
35028,2919,0,1,513
35040,2920,0,1,493
35064,2922,0,1,513
35088,2924,0,1,466
35100,2925,0,1,449
35136,2928,0,1,493
35220,2935,0,1,492
35232,2936,0,1,487
35280,2940,0,1,515
35292,2941,0,1,490
35316,2943,0,1,514
35364,2947,0,1,466
35388,2949,0,1,476
35412,2951,0,1,488
35436,2953,0,1,509
35460,2955,0,1,530
35496,2958,0,1,486
35508,2959,0,1,499
35520,2960,0,1,465
35532,2961,0,1,506
35592,2966,0,1,523
35628,2969,0,1,491
35640,2970,0,1,471
35652,2971,0,1,482
35676,2973,0,1,469
35700,2975,0,1,491
35712,2976,0,1,500
35748,2979,0,1,489
35772,2981,0,1,460
35820,2985,0,1,520
35844,2987,0,1,522
35880,2990,0,1,545
35892,2991,0,1,477
35940,2995,0,1,480
35952,2996,0,1,478
35976,2998,0,1,495
35988,2999,0,1,471
36000,3000,0,1,449
36048,3004,0,1,472
36072,3006,0,1,482
36096,3008,0,1,514
36132,3011,0,1,492
36168,3014,0,1,434
36180,3015,0,1,481
36192,3016,0,1,471
36228,3019,0,1,487
36240,3020,0,1,484
36264,3022,0,1,472
36276,3023,0,1,497
36288,3024,0,1,512
36324,3027,0,1,464
36336,3028,0,1,495
36360,3030,0,1,458
36408,3034,0,1,487
36420,3035,0,1,485
36432,3036,0,1,471
36444,3037,0,1,486
36456,3038,0,1,541
36480,3040,0,1,521
36516,3043,0,1,481
36528,3044,0,1,508
36552,3046,0,1,476
36564,3047,0,1,490
36576,3048,0,1,466
36600,3050,0,1,501
36612,3051,0,1,509
36624,3052,0,1,506
36636,3053,0,1,492
36648,3054,0,1,486
36672,3056,0,1,484
36744,3062,0,1,474
36768,3064,0,1,499
36792,3066,0,1,506
36852,3071,0,1,472
36876,3073,0,1,460
36888,3074,0,1,522
36912,3076,0,1,474
36924,3077,0,1,529
36948,3079,0,1,510
36960,3080,0,1,446
36996,3083,0,1,498
37008,3084,0,1,478
37020,3085,0,1,534
37032,3086,0,1,479
37044,3087,0,1,450
37068,3089,0,1,449
37080,3090,0,1,482
37140,3095,0,1,470
37152,3096,0,1,517
37212,3101,0,1,505
37224,3102,0,1,466
37284,3107,0,1,493
37296,3108,0,1,471
37332,3111,0,1,538
37344,3112,0,1,476
37356,3113,0,1,520
37368,3114,0,1,446
37380,3115,0,1,495
37404,3117,0,1,519
37416,3118,0,1,504
37440,3120,0,1,504
37452,3121,0,1,501
37488,3124,0,1,488
37500,3125,0,1,511
37524,3127,0,1,497
37536,3128,0,1,486
37548,3129,0,1,502
37596,3133,0,1,498
37656,3138,0,1,487
37680,3140,0,1,492
37716,3143,0,1,506
37752,3146,0,1,462
37764,3147,0,1,466
37788,3149,0,1,513
37800,3150,0,1,503
37836,3153,0,1,472
37848,3154,0,1,484
37872,3156,0,1,516
37884,3157,0,1,516
37896,3158,0,1,499
37908,3159,0,1,490
37944,3162,0,1,524
37992,3166,0,1,486
38016,3168,0,1,517
38028,3169,0,1,484
38040,3170,0,1,479
38088,3174,0,1,511
38100,3175,0,1,497
38124,3177,0,1,475
38160,3180,0,1,535
38196,3183,0,1,471
38256,3188,0,1,521
38280,3190,0,1,486
38292,3191,0,1,503
38316,3193,0,1,503
38328,3194,0,1,500
38340,3195,0,1,497
38352,3196,0,1,494
38376,3198,0,1,492
38400,3200,0,1,517
38412,3201,0,1,466
38424,3202,0,1,489
38436,3203,0,1,503
38484,3207,0,1,469
38496,3208,0,1,506
38508,3209,0,1,470
38532,3211,0,1,443
38556,3213,0,1,532
38604,3217,0,1,512
38628,3219,0,1,512
38652,3221,0,1,471
38664,3222,0,1,493
38676,3223,0,1,465
38700,3225,0,1,525
38712,3226,0,1,487
38724,3227,0,1,477
38748,3229,0,1,470
38760,3230,0,1,462
38784,3232,0,1,502
38796,3233,0,1,479
38856,3238,0,1,510
38892,3241,0,1,526
38904,3242,0,1,473
38916,3243,0,1,463
38928,3244,0,1,460
38940,3245,0,1,476
38952,3246,0,1,475
38976,3248,0,1,479
38988,3249,0,1,477
39024,3252,0,1,513
39060,3255,0,1,547
39072,3256,0,1,455
39096,3258,0,1,504
39120,3260,0,1,527
39144,3262,0,1,500
39168,3264,0,1,506
39180,3265,0,1,487
39192,3266,0,1,479
39204,3267,0,1,489
39228,3269,0,1,511
39252,3271,0,1,488
39288,3274,0,1,496
39300,3275,0,1,547
39312,3276,0,1,478
39324,3277,0,1,482
39336,3278,0,1,502
39348,3279,0,1,516
39360,3280,0,1,447
39408,3284,0,1,511
39456,3288,0,1,449
39468,3289,0,1,479
39492,3291,0,1,486
39504,3292,0,1,452
39528,3294,0,1,481
39540,3295,0,1,447
39552,3296,0,1,489
39564,3297,0,1,493
39588,3299,0,1,505
39600,3300,0,1,514
39624,3302,0,1,479
39636,3303,0,1,474
39660,3305,0,1,484
39684,3307,0,1,461
39696,3308,0,1,496
39720,3310,0,1,489
39732,3311,0,1,459
39768,3314,0,1,501
39792,3316,0,1,482
39804,3317,0,1,471
39816,3318,0,1,468
39840,3320,0,1,484
39876,3323,0,1,488
39888,3324,0,1,474
39924,3327,0,1,486
39972,3331,0,1,510
39984,3332,0,1,510
39996,3333,0,1,476
40008,3334,0,1,493
40068,3339,0,1,504
40128,3344,0,1,512
40140,3345,0,1,445
40152,3346,0,1,486
40164,3347,0,1,508
40284,3357,0,1,490
40296,3358,0,1,449
40332,3361,0,1,485
40356,3363,0,1,517
40368,3364,0,1,454
40392,3366,0,1,525
40428,3369,0,1,504
40440,3370,0,1,459
40452,3371,0,1,449
40464,3372,0,1,498
40476,3373,0,1,511
40524,3377,0,1,429
40536,3378,0,1,480
40560,3380,0,1,523
40608,3384,0,1,534
40620,3385,0,1,511
40644,3387,0,1,491
40668,3389,0,1,466
40692,3391,0,1,530
40704,3392,0,1,444
40776,3398,0,1,550
40800,3400,0,1,494
40848,3404,0,1,459
40896,3408,0,1,478
40932,3411,0,1,455
40968,3414,0,1,479
40980,3415,0,1,486
41004,3417,0,1,484
41052,3421,0,1,461
41064,3422,0,1,479
41076,3423,0,1,490
41100,3425,0,1,469
41112,3426,0,1,494
41136,3428,0,1,478
41184,3432,0,1,460
41196,3433,0,1,472
41232,3436,0,1,519
41316,3443,0,1,500
41388,3449,0,1,479
41400,3450,0,1,481
41424,3452,0,1,503
41436,3453,0,1,474
41484,3457,0,1,497
41508,3459,0,1,476
41556,3463,0,1,526
41580,3465,0,1,483
41616,3468,0,1,495
41628,3469,0,1,485
41652,3471,0,1,504
41664,3472,0,1,514
41676,3473,0,1,497
41736,3478,0,1,511
41748,3479,0,1,491
41760,3480,0,1,498
41784,3482,0,1,463
41796,3483,0,1,467
41820,3485,0,1,482
41844,3487,0,1,460
41892,3491,0,1,487
41904,3492,0,1,475
41916,3493,0,1,475
41928,3494,0,1,512
41952,3496,0,1,475
41964,3497,0,1,474
42024,3502,0,1,439
42072,3506,0,1,495
42108,3509,0,1,474
42144,3512,0,1,553
42168,3514,0,1,463
42192,3516,0,1,465
42204,3517,0,1,463
42228,3519,0,1,474
42276,3523,0,1,490
42324,3527,0,1,504
42348,3529,0,1,492
42360,3530,0,1,487
42384,3532,0,1,460
42444,3537,0,1,492
42480,3540,0,1,475
42516,3543,0,1,496
42540,3545,0,1,496
42564,3547,0,1,494
42576,3548,0,1,514
42588,3549,0,1,476
42636,3553,0,1,521
42648,3554,0,1,481
42672,3556,0,1,469
42684,3557,0,1,476
42708,3559,0,1,471
42732,3561,0,1,491
42744,3562,0,1,495
42756,3563,0,1,469
42768,3564,0,1,476
42780,3565,0,1,489
42792,3566,0,1,471
42804,3567,0,1,452
42828,3569,0,1,479
42840,3570,0,1,476
42852,3571,0,1,486
42888,3574,0,1,472
42924,3577,0,1,495
42936,3578,0,1,486
43008,3584,0,1,497
43044,3587,0,1,443
43056,3588,0,1,495
43080,3590,0,1,511
43116,3593,0,1,519
43140,3595,0,1,508
43152,3596,0,1,473
43176,3598,0,1,486
43248,3604,0,1,510
43272,3606,0,1,496
43284,3607,0,1,506
43296,3608,0,1,482
43356,3613,0,1,506
43368,3614,0,1,503
43380,3615,0,1,460
43416,3618,0,1,487
43452,3621,0,1,479
43476,3623,0,1,476
43488,3624,0,1,490
43500,3625,0,1,511
43512,3626,0,1,464
43536,3628,0,1,505
43548,3629,0,1,470
43596,3633,0,1,461
43620,3635,0,1,464
43656,3638,0,1,471
43668,3639,0,1,530
43680,3640,0,1,510
43716,3643,0,1,484
43740,3645,0,1,500
43776,3648,0,1,444
43800,3650,0,1,467
43860,3655,0,1,509
43872,3656,0,1,484
43884,3657,0,1,463
43920,3660,0,1,493
43932,3661,0,1,469
43944,3662,0,1,469
43980,3665,0,1,507
43992,3666,0,1,504
44064,3672,0,1,460
44124,3677,0,1,484
44184,3682,0,1,451
44196,3683,0,1,492
44208,3684,0,1,509
44220,3685,0,1,455
44232,3686,0,1,503
44244,3687,0,1,484
44256,3688,0,1,492
44280,3690,0,1,504
44292,3691,0,1,476
44316,3693,0,1,527
44340,3695,0,1,492
44352,3696,0,1,485
44364,3697,0,1,495
44376,3698,0,1,483
44388,3699,0,1,465
44424,3702,0,1,507
44436,3703,0,1,512
44448,3704,0,1,483
44460,3705,0,1,462
44484,3707,0,1,497
44532,3711,0,1,470
44556,3713,0,1,504
44568,3714,0,1,490
44580,3715,0,1,475
44604,3717,0,1,501
44652,3721,0,1,495
44664,3722,0,1,508
44676,3723,0,1,509
44712,3726,0,1,497
44736,3728,0,1,469
44784,3732,0,1,489
44808,3734,0,1,502
44868,3739,0,1,490
44880,3740,0,1,472
44904,3742,0,1,507
44916,3743,0,1,442
44928,3744,0,1,454
44964,3747,0,1,515
44976,3748,0,1,505
44988,3749,0,1,499
45000,3750,0,1,467
45048,3754,0,1,516
45072,3756,0,1,494
45084,3757,0,1,494
45096,3758,0,1,490
45108,3759,0,1,488
45180,3765,0,1,503
45204,3767,0,1,484
45240,3770,0,1,476
45252,3771,0,1,510
45288,3774,0,1,497
45300,3775,0,1,486
45312,3776,0,1,498
45348,3779,0,1,474
45360,3780,0,1,517
45372,3781,0,1,530
45384,3782,0,1,466
45396,3783,0,1,486
45420,3785,0,1,476
45444,3787,0,1,503
45456,3788,0,1,466
45480,3790,0,1,495
45492,3791,0,1,462
45516,3793,0,1,505
45540,3795,0,1,483
45588,3799,0,1,458
45600,3800,0,1,471
45636,3803,0,1,485
45672,3806,0,1,507
45684,3807,0,1,483
45708,3809,0,1,501
45720,3810,0,1,505
45732,3811,0,1,481
45744,3812,0,1,492
45768,3814,0,1,504
45780,3815,0,1,487
45792,3816,0,1,499
45816,3818,0,1,477
45828,3819,0,1,481
45840,3820,0,1,447
45852,3821,0,1,517
45864,3822,0,1,481
45888,3824,0,1,465
45912,3826,0,1,468
45936,3828,0,1,504
45960,3830,0,1,479
45984,3832,0,1,489
45996,3833,0,1,512
46008,3834,0,1,468
46044,3837,0,1,488
46068,3839,0,1,485
46080,3840,0,1,483
46116,3843,0,1,480
46200,3850,0,1,488
46236,3853,0,1,474
46248,3854,0,1,503
46272,3856,0,1,526
46284,3857,0,1,488
46296,3858,0,1,469
46308,3859,0,1,489
46356,3863,0,1,512
46368,3864,0,1,482
46392,3866,0,1,509
46404,3867,0,1,525
46428,3869,0,1,511
46440,3870,0,1,466
46512,3876,0,1,483
46536,3878,0,1,473
46572,3881,0,1,499
46584,3882,0,1,510
46596,3883,0,1,508
46620,3885,0,1,490
46632,3886,0,1,479
46644,3887,0,1,492
46680,3890,0,1,472
46704,3892,0,1,462
46716,3893,0,1,484
46728,3894,0,1,453
46740,3895,0,1,477
46752,3896,0,1,502
46776,3898,0,1,486
46788,3899,0,1,519
46800,3900,0,1,472
46836,3903,0,1,538
46848,3904,0,1,498
46860,3905,0,1,499
46884,3907,0,1,460
46896,3908,0,1,461
46908,3909,0,1,522
46944,3912,0,1,469
47040,3920,0,1,501
47112,3926,0,1,456
47160,3930,0,1,534
47184,3932,0,1,491
47208,3934,0,1,484
47220,3935,0,1,431
47244,3937,0,1,467
47268,3939,0,1,541
47304,3942,0,1,469
47328,3944,0,1,533
47352,3946,0,1,505
47400,3950,0,1,483
47424,3952,0,1,492
47448,3954,0,1,480
47472,3956,0,1,488
47484,3957,0,1,489
47496,3958,0,1,510
47544,3962,0,1,475
47568,3964,0,1,511
47592,3966,0,1,537
47628,3969,0,1,504
47652,3971,0,1,510
47664,3972,0,1,501
47676,3973,0,1,471
47796,3983,0,1,465
47808,3984,0,1,520
47832,3986,0,1,517
47868,3989,0,1,515
47892,3991,0,1,478
47964,3997,0,1,515
47976,3998,0,1,512
48000,4000,0,1,473
48012,4001,0,1,512
48036,4003,0,1,514
48072,4006,0,1,478
48084,4007,0,1,517
48144,4012,0,1,475
48168,4014,0,1,463
48192,4016,0,1,494
48204,4017,0,1,487
48216,4018,0,1,537
48264,4022,0,1,532
48276,4023,0,1,492
48288,4024,0,1,473
48384,4032,0,1,488
48396,4033,0,1,487
48444,4037,0,1,489
48456,4038,0,1,492
48480,4040,0,1,499
48504,4042,0,1,472
48564,4047,0,1,481
48588,4049,0,1,487
48600,4050,0,1,488
48612,4051,0,1,529
48624,4052,0,1,512
48636,4053,0,1,522
48684,4057,0,1,477
48696,4058,0,1,516
48708,4059,0,1,456
48720,4060,0,1,495
48732,4061,0,1,480
48756,4063,0,1,510
48768,4064,0,1,512
48780,4065,0,1,488
48792,4066,0,1,468
48852,4071,0,1,523
48876,4073,0,1,507
48900,4075,0,1,481
48924,4077,0,1,500
48936,4078,0,1,488
48972,4081,0,1,476
48996,4083,0,1,469
49020,4085,0,1,484
49044,4087,0,1,500
49080,4090,0,1,518
49092,4091,0,1,551
49116,4093,0,1,500
49128,4094,0,1,486
49176,4098,0,1,464
49188,4099,0,1,475
49236,4103,0,1,524
49248,4104,0,1,476
49260,4105,0,1,497
49284,4107,0,1,495
49320,4110,0,1,482
49332,4111,0,1,464
49356,4113,0,1,508
49380,4115,0,1,448
49392,4116,0,1,482
49416,4118,0,1,466
49428,4119,0,1,492
49440,4120,0,1,490
49452,4121,0,1,485
49464,4122,0,1,449
49488,4124,0,1,470
49512,4126,0,1,528
49536,4128,0,1,506
49548,4129,0,1,509
49560,4130,0,1,478
49608,4134,0,1,486
49620,4135,0,1,481
49632,4136,0,1,496
49644,4137,0,1,507
49668,4139,0,1,454
49764,4147,0,1,505
49788,4149,0,1,467
49836,4153,0,1,503
49848,4154,0,1,476
49860,4155,0,1,497
49920,4160,0,1,503
49932,4161,0,1,466
49980,4165,0,1,495
49992,4166,0,1,497
50004,4167,0,1,461
50028,4169,0,1,480
50052,4171,0,1,505
50064,4172,0,1,464
50076,4173,0,1,471
50112,4176,0,1,489
50124,4177,0,1,471
50136,4178,0,1,501
50160,4180,0,1,495
50172,4181,0,1,450
50208,4184,0,1,456
50232,4186,0,1,452
50244,4187,0,1,485
50292,4191,0,1,479
50304,4192,0,1,499
50400,4200,0,1,481
50412,4201,0,1,453
50436,4203,0,1,501
50448,4204,0,1,532
50460,4205,0,1,476
50484,4207,0,1,478
50520,4210,0,1,498
50532,4211,0,1,436
50544,4212,0,1,467
50580,4215,0,1,505
50652,4221,0,1,490
50664,4222,0,1,470
50688,4224,0,1,492
50700,4225,0,1,485
50748,4229,0,1,505
50760,4230,0,1,454
50772,4231,0,1,468
50808,4234,0,1,505
50820,4235,0,1,464
50904,4242,0,1,475
50916,4243,0,1,471
50940,4245,0,1,484
50952,4246,0,1,491
51024,4252,0,1,509
51036,4253,0,1,481
51072,4256,0,1,441
51084,4257,0,1,505
51096,4258,0,1,488
51120,4260,0,1,479
51144,4262,0,1,479
51180,4265,0,1,509
51204,4267,0,1,459
51228,4269,0,1,482
51276,4273,0,1,453
51300,4275,0,1,475
51324,4277,0,1,529
51348,4279,0,1,476
51372,4281,0,1,470
51384,4282,0,1,487
51444,4287,0,1,462
51552,4296,0,1,480
51564,4297,0,1,489
51588,4299,0,1,512
51600,4300,0,1,476
51624,4302,0,1,483
51636,4303,0,1,528
51648,4304,0,1,510
51684,4307,0,1,465
51732,4311,0,1,492
51744,4312,0,1,472
51756,4313,0,1,493
51792,4316,0,1,499
51804,4317,0,1,469
51828,4319,0,1,523
51876,4323,0,1,514
51924,4327,0,1,498
51972,4331,0,1,476
51984,4332,0,1,516
51996,4333,0,1,503
52008,4334,0,1,470
52044,4337,0,1,445
52080,4340,0,1,481
52092,4341,0,1,493
52104,4342,0,1,449
52128,4344,0,1,540
52152,4346,0,1,498
52164,4347,0,1,505
52188,4349,0,1,478
52224,4352,0,1,517
52236,4353,0,1,511
52248,4354,0,1,520
52260,4355,0,1,483
52272,4356,0,1,499
52284,4357,0,1,461
52308,4359,0,1,478
52320,4360,0,1,507
52344,4362,0,1,516
52392,4366,0,1,480
52404,4367,0,1,490
52428,4369,0,1,498
52440,4370,0,1,510
52464,4372,0,1,487
52488,4374,0,1,474
52548,4379,0,1,464
52560,4380,0,1,523
52584,4382,0,1,497
52644,4387,0,1,503
52668,4389,0,1,462
52680,4390,0,1,478
52692,4391,0,1,475
52716,4393,0,1,483
52728,4394,0,1,480
52740,4395,0,1,460
52752,4396,0,1,496
52776,4398,0,1,502
52800,4400,0,1,488
52812,4401,0,1,493
52836,4403,0,1,476
52848,4404,0,1,463
52860,4405,0,1,466
52872,4406,0,1,471
52896,4408,0,1,507
52920,4410,0,1,487
52944,4412,0,1,457
52968,4414,0,1,522
53004,4417,0,1,515
53016,4418,0,1,530
53064,4422,0,1,480
53088,4424,0,1,502
53100,4425,0,1,494
53124,4427,0,1,497
53136,4428,0,1,475
53160,4430,0,1,508
53208,4434,0,1,494
53220,4435,0,1,475
53232,4436,0,1,496
53244,4437,0,1,484
53316,4443,0,1,473
53400,4450,0,1,514
53412,4451,0,1,497
53460,4455,0,1,480
53484,4457,0,1,494
53496,4458,0,1,519
53544,4462,0,1,500
53556,4463,0,1,506
53568,4464,0,1,472
53628,4469,0,1,476
53652,4471,0,1,455
53664,4472,0,1,500
53688,4474,0,1,488
53724,4477,0,1,492
53772,4481,0,1,520
53784,4482,0,1,505
53796,4483,0,1,502
53832,4486,0,1,516
53844,4487,0,1,453
53868,4489,0,1,504
53952,4496,0,1,483
53976,4498,0,1,490
54036,4503,0,1,502
54096,4508,0,1,495
54108,4509,0,1,451
54144,4512,0,1,498
54168,4514,0,1,481
54228,4519,0,1,482
54276,4523,0,1,446
54288,4524,0,1,450
54336,4528,0,1,484
54360,4530,0,1,483
54372,4531,0,1,479
54384,4532,0,1,488
54396,4533,0,1,466
54408,4534,0,1,493
54420,4535,0,1,445
54432,4536,0,1,498
54504,4542,0,1,466
54516,4543,0,1,504
54528,4544,0,1,498
54576,4548,0,1,510
54624,4552,0,1,514
54660,4555,0,1,481
54672,4556,0,1,473
54684,4557,0,1,496
54708,4559,0,1,464
54756,4563,0,1,500
54780,4565,0,1,486
54792,4566,0,1,494
54816,4568,0,1,498
54840,4570,0,1,431
54852,4571,0,1,483
54864,4572,0,1,512
54876,4573,0,1,476
54888,4574,0,1,460
54900,4575,0,1,528
54924,4577,0,1,531
54960,4580,0,1,482
54972,4581,0,1,518
54984,4582,0,1,463
55020,4585,0,1,458
55044,4587,0,1,455
55056,4588,0,1,467
55080,4590,0,1,455
55092,4591,0,1,463
55104,4592,0,1,464
55116,4593,0,1,480
55140,4595,0,1,463
55152,4596,0,1,490
55188,4599,0,1,479
55200,4600,0,1,498
55260,4605,0,1,526
55296,4608,0,1,451
55344,4612,0,1,524
55356,4613,0,1,512
55404,4617,0,1,495
55416,4618,0,1,500
55452,4621,0,1,494
55488,4624,0,1,497
55536,4628,0,1,477
55560,4630,0,1,485
55572,4631,0,1,468
55584,4632,0,1,523
55632,4636,0,1,476
55656,4638,0,1,540
55668,4639,0,1,482
55716,4643,0,1,451
55740,4645,0,1,465
55752,4646,0,1,511
55800,4650,0,1,503
55860,4655,0,1,487
55872,4656,0,1,493
55884,4657,0,1,472
55908,4659,0,1,541
55932,4661,0,1,496
55956,4663,0,1,550
55968,4664,0,1,493
55980,4665,0,1,497
55992,4666,0,1,459
56004,4667,0,1,515
56052,4671,0,1,502
56064,4672,0,1,463
56076,4673,0,1,502
56088,4674,0,1,502
56100,4675,0,1,503
56112,4676,0,1,467
56124,4677,0,1,502
56148,4679,0,1,462
56196,4683,0,1,467
56232,4686,0,1,516
56292,4691,0,1,486
56376,4698,0,1,488
56388,4699,0,1,507
56400,4700,0,1,473
56448,4704,0,1,480
56460,4705,0,1,464
56508,4709,0,1,500
56520,4710,0,1,522
56568,4714,0,1,474
56580,4715,0,1,486
56592,4716,0,1,543
56616,4718,0,1,489
56676,4723,0,1,471
56688,4724,0,1,471
56700,4725,0,1,464
56712,4726,0,1,497
56724,4727,0,1,536
56748,4729,0,1,505
56760,4730,0,1,504
56772,4731,0,1,520
56796,4733,0,1,504
56832,4736,0,1,471
56856,4738,0,1,515
56868,4739,0,1,559
56904,4742,0,1,517
56916,4743,0,1,508
56928,4744,0,1,451
56940,4745,0,1,513
56964,4747,0,1,526
56976,4748,0,1,514
