FOLIO,UNIDAD,TRIM,REG_MUE,SEXO,EDAD,LOCALI,MUN_NAC,PAI_NAC,VIE_UD,VIVE,RAZON,TRABAJA,NUM_PER,P1,P1_1,P1_2,P1_3,P2_GRA,P2_NIV,P3,P4,P4_1,P5,P5_1,P5_1_1,P6_PAI,P6_EST,P6_MUN,P6_LOC,P7C,P7T,P8,P8_1,P8_2,P8_3,P8_4C,P8_4D,P8_4U,P8_4T,P8_5,P8_6,P8_7,P8_8,P8_8_1,P8_9,P8_9_1,P8_10,P8_11,P8_11_1C,P8_11_1T,P8_12M,P8_12A,P8_13C,P8_13D,P8_13U,P8_13T,P8_14,P8_15,P8_16,P8_17,P9,P9_1,P9_1_1C,P9_1_1T,P9_1_2E,P9_1_2M,P9_1_2L,P10,P10_1,P10_2C,P10_2T,P10_2_1,P10_211C,P10_211U,P10_211T,P10_212,P10_213,P10_214,P10_215,P10_216C,P10_216U,P102161C,P102161U,P1021611,P10_217,P10_218,P11C,P11T,P11_1,P11_2,P11_2_1,P12C,P12U,P12_1,P13,P13_1,P13_2,P13_2_1,P13_3,P13_3_1C,P13_3_1E,P13_4C,P13_4T,P13_5,P13_6,P14,P14_1,P14_2,P15,P16,P16_1C,P16_1T,P17,P17_1C,P17_1U,P18,P19,P20C,P20T,P20_1C,P20_1E,P20_2,P20_2_1,P20_2_2,P20_3,P20_3_1,P20_3_2C,P20_3_2T,P20_3_3C,P20_3_3T,P20_3_4,P20_3_5,P20_3_6C,P20_3_6D,P20_3_6T,P20_3_7,P20_3_8,P20_3_9,P20_3_10,P20_3101,P20_3_11,P20_311A,P20_311B,P20_311C,P20_311D,P20_311E,P20_311F,P20_311G,P20_311H,P20_311I,P20_311J,P20_311K,P20_311L,P20_3_12,P20_3_13,P20_3131,P2031311,P20_3_14,P20_3_15,P20_3_16,P21,N8_5,N8_6,N8_14,N8_15,N10_212,N10_213,N20_3_7,N20_3_8,X8_5,X8_14,X10_212,X20_3_7,PONDERAD
4407,119306,1,7,1,19,1,31,15,9,2,3,2,11,1,0,0,0,1,4,1,2,2,5,2,2,1,15,31,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,400000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346.17
4409,119306,1,7,1,18,2,2,2,32,2,3,2,114,2,6,0,6,6,2,1,2,2,9,4,4,1,32,45,1,0,4,1,0,6,6,35000,0,1,2,7,6,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,540000,1,1,1,1,2,99,1,10,5,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,561.09
4472,239306,1,7,1,24,2,67,20,20,2,3,2,57,1,0,0,0,3,3,1,2,4,8,2,2,1,20,67,2,0,4,1,0,12,6,0,0,0,0,7,6,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,1100000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,193.94
4473,239306,1,7,1,18,1,139,21,21,2,3,2,48,2,2,0,1,5,2,1,2,2,6,5,5,1,21,139,1,0,4,1,0,8,6,9999997,97,7,7,7,6,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,99,500000,1,1,9,0,0,0,0,0,0,0,0,0,0,1,0,0,90,1,6,4,2,0,0,2,2,6,4,2,5,1,1,1,1,1,5,3,5,3,8,6,3,50,1,18,6,11,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,400,0,0,0,0,0,2,7,4,0,0,0,0,18,4,5,0,0,4,163.32
4474,239306,1,7,2,25,1,1,6,6,2,2,2,8,2,1,0,1,3,3,1,2,4,1,0,0,1,6,1,1,0,4,1,0,12,7,500,0,2,3,16,1,7,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,2,0,500,2,2,1,1,1,2,1,32,29,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,3,0,0,0,27.22
4475,239306,1,7,1,43,1,47,14,14,2,5,0,15,1,0,0,0,6,2,2,1,0,5,1,0,1,14,47,1,0,4,1,0,12,6,70,0,2,2,13,5,8,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,500,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,4,0,0,0,51.04
4476,239306,1,7,1,35,1,38,16,9,2,3,2,68,1,0,0,0,6,2,2,2,7,5,1,1,1,9,998,1,16,2,1,0,8,5,205,0,2,3,10,3,3,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,0,480,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,6,0,0,0,231.36
4477,239306,1,7,2,20,2,1,12,12,2,3,2,41,1,0,0,0,3,3,2,2,1,2,1,1,1,12,1,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,600,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.5
4478,239306,1,7,1,22,1,7,12,17,2,3,2,31,2,2,0,2,6,2,1,2,4,3,1,1,1,17,8,2,4,3,1,0,5,5,150,0,2,3,12,5,5,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,3,2,0,1000000,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,6,0,0,0,74.85
4479,239306,1,7,1,31,2,6,16,16,2,5,0,50,1,0,0,0,1,2,2,1,0,3,1,1,1,16,6,2,0,4,1,0,8,6,40000,0,1,2,11,6,15,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,1,99,800000,1,1,1,2,2,99,1,8,5,0,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,6,0,0,0,72.69
4447,249306,1,7,1,22,1,54,7,9,2,5,0,100,1,0,0,0,0,1,1,2,2,7,2,2,1,2,3,2,3,3,1,0,7,5,40000,0,1,2,7,5,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,900000,1,1,1,1,2,3,1,49,10,98,8,2,2,1,0,0,92,1,2,1,1,200,3,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,0,0,5,0,0,0,182.03
4448,249306,1,7,2,24,1,374,20,20,2,3,2,108,2,2,2,2,6,2,1,1,0,10,10,10,1,20,374,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,2000000,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.94
4371,249306,1,7,2,56,1,67,14,3,2,2,2,4,2,1,0,1,6,6,2,2,1,5,4,4,1,3,3,2,20,3,1,0,8,5,250,0,2,3,10,2,4,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,9999998,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,6,0,0,0,72.58
4372,249306,1,7,2,25,1,19,14,14,2,3,2,130,1,0,0,0,1,2,5,2,6,2,1,1,1,14,39,2,12,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,2,0,750,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.31
4373,249306,1,7,2,20,1,557,20,20,2,2,2,25,2,6,0,0,6,2,1,2,2,8,6,6,1,20,557,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0,800,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.08
4374,249306,1,7,2,24,2,1,12,12,2,3,2,70,2,1,1,1,6,2,2,1,0,5,1,1,1,12,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,0,1300,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.17
4434,269306,1,7,1,24,1,27,16,14,2,5,0,117,1,0,0,0,6,2,1,2,2,6,4,4,1,16,27,1,0,4,1,0,9,3,25,0,2,2,7,4,1,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,2,0,543,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,85,1,1,2,2,0,0,2,2,6,5,8,5,1,1,1,1,1,3,4,3,4,10,6,240,0,3,7,5,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,400,200,1,2,10,6,5,7,3,0,0,0,0,7,4,5,0,0,5,210.95
4435,269306,1,7,1,24,1,175,20,9,2,5,0,146,1,0,0,0,1,4,2,1,0,9,2,2,1,20,175,1,0,4,1,0,5,3,0,0,0,0,7,5,1,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,1,9,2,5,1,1,5,4,3,2,2,2,98,2,92,1,1,2,2,0,0,2,2,9,4,1,5,1,1,1,1,98,6,3,4,3,8,5,6,0,1,12,4,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9998,0,0,0,0,0,2,7,4,0,0,0,0,12,3,5,0,0,6,496.75
4436,269306,1,7,1,28,2,39,14,14,2,3,2,42,1,0,0,0,6,2,1,2,3,2,2,2,1,14,39,2,0,4,1,0,6,6,1068,0,2,4,18,6,14,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,0,505,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,4,0,0,0,65.78
4437,269306,1,7,1,54,1,46,11,9,2,3,2,79,1,0,0,0,1,2,2,1,0,3,2,2,1,9,17,2,35,3,1,0,8,6,300,0,2,3,11,5,5,2,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,91,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,650,2,2,1,1,3,0,1,8,5,98,8,2,2,11,53,2,76,1,2,2,2,0,0,2,2,9,4,8,5,1,1,1,1,2,7,3,4,3,8,6,7,0,1,12,3,5,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6000,2000,3,5,3,6,2,11,4,0,0,0,0,12,2,6,0,0,6,144.6
4438,269306,1,7,1,17,1,35,14,14,2,2,2,29,2,1,1,1,6,2,1,1,0,10,7,2,1,14,35,2,0,4,1,0,8,7,140000,0,1,3,8,6,5,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,1,99,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,6,0,0,0,68.05
4439,269306,1,7,2,23,1,73,12,12,2,3,2,15,2,3,3,1,3,3,2,2,1,3,1,1,1,12,73,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,8,0,0,0,9999998,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.23
444000,269306,1,7,1,23,2,39,14,14,2,5,0,2,1,0,0,0,6,4,1,2,2,5,4,4,1,14,39,2,0,4,1,0,8,6,50000,0,1,2,16,4,7,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,490000,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,3,0,0,0,24.5
4480,279306,1,7,1,38,2,56,32,32,2,5,0,180,1,0,0,0,2,2,2,1,0,9,3,3,1,32,56,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,98,98,0,0,0,0,97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,200,2,2,1,1,1,2,1,10,5,98,8,2,2,4,74,2,87,1,1,2,2,0,0,2,2,6,5,10,5,1,1,1,1,3,6,4,5,4,8,5,4,25,1,18,6,7,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,4,1000,500,1,2,99,6,5,0,0,97,0,0,0,18,4,0,97,0,4,7653.24
4481,279306,1,7,1,21,2,2,2,2,2,5,0,29,1,0,0,0,6,2,1,2,4,7,2,2,1,2,2,2,0,4,1,0,8,6,22,0,2,2,7,6,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,3,3,1,150000,1,3,8,5,5,1,600000,1,0,0,0,0,0,2,4,3,1,5,100,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,12,4,0,0,5,0,6,0,1807.02
4482,279306,1,7,1,24,2,107,16,16,2,5,0,4,1,0,0,0,5,2,2,2,4,7,6,6,1,16,107,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,98,98,95,0,2,3,7,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,1,4,150,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,5,0,0,573.99
4483,279306,1,7,1,42,2,6,25,25,2,6,0,45,2,2,1,2,3,3,2,1,0,3,1,1,1,25,6,2,0,4,1,0,9,6,300000,0,1,3,11,3,3,1,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,4,400,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,6,0,0,0,1913.31
4484,279306,1,7,1,36,2,39,14,14,2,3,2,33,1,0,0,0,4,8,2,1,0,5,1,1,1,14,39,2,0,4,1,0,12,6,500,0,2,3,16,1,7,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,0,0,0,0,1,1,5,0,2,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,3,0,0,0,1403.09
4485,279306,1,7,1,19,2,97,7,7,2,3,2,66,2,1,0,0,2,4,1,2,2,6,2,2,1,7,97,2,0,4,1,0,6,6,200,0,2,3,16,6,7,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,400,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,3,0,0,0,2806.19
4486,279306,1,7,1,18,1,119,14,14,2,5,0,69,1,0,0,0,2,3,1,2,2,5,2,2,1,14,119,1,0,4,1,0,12,6,0,0,0,0,11,5,14,3,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,225,2,2,1,1,1,1,1,1,5,5,3,2,2,1,0,0,90,1,6,1,1,220,3,2,2,2,5,1,5,1,1,1,1,2,11,3,6,3,10,3,35,0,2,16,6,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,420,300,1,2,10,6,10,11,4,0,0,0,0,16,4,6,0,0,3,2933.74
2719,19306,1,5,2,20,2,17,26,26,2,7,2,22,1,0,0,0,3,6,1,2,2,5,2,2,1,26,17,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,93,200,0,2,3,15,2,15,1,1,0,0,0,0,0,0,2,92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,24,2,2,1,1,1,2,1,22,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,0,1,0,0,71.87
2718,19306,1,5,1,19,1,123,20,26,2,3,2,34,1,0,0,0,4,2,1,1,0,6,1,1,1,20,123,1,12,3,1,0,8,7,12,0,2,2,7,6,1,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,1,5,29,2,1,1,1,2,3,2,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,5,0,0,0,100.88
2716,19306,1,5,1,30,2,9,9,26,2,7,2,16,1,0,0,0,6,2,2,1,0,6,1,1,2,1,24,9,5,3,1,0,8,5,5,0,3,1,13,2,9,1,1,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,600,3,2,1,1,1,2,1,24,1,0,5,1,1,11,87,2,90,8,1,2,2,0,0,1,1,2,5,24,1,1,1,1,1,3,2,4,1,4,8,5,6,0,1,13,2,8,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,1000,0,0,0,0,0,5,13,2,0,0,0,0,13,2,4,0,0,4,94.95
2720,19306,1,5,1,24,2,11,25,26,2,5,0,10,2,1,0,0,3,4,1,2,2,5,3,3,1,25,11,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,93,280,0,2,3,10,2,4,1,1,0,0,0,0,0,0,2,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,99,200,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,6,0,0,51.43
2717,19306,1,5,1,25,9,997,99,97,2,7,2,31,2,2,0,0,6,2,2,1,0,3,1,1,1,8,999,1,6,3,1,0,8,6,250,0,2,3,12,5,5,1,2,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,0,180,2,1,1,1,2,5,2,0,0,0,5,2,2,3,81,2,82,10,2,2,2,0,0,2,2,7,4,58,16,1,1,1,1,1,6,3,6,3,8,6,900,0,4,7,6,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,4,900,400,2,2,4,3,7,12,4,0,0,0,0,7,4,6,0,0,5,183.97
2721,79306,1,5,1,21,2,18,26,26,2,5,0,7,2,1,0,1,1,4,2,1,0,3,1,1,1,26,29,2,0,4,1,0,8,6,20,2,2,2,7,5,1,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,92,1,3,1,20,2,2,10,5,4,1,600,2,0,0,0,0,0,2,4,2,1,99,45,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,10,4,0,0,5,0,6,0,107.86
