"Código","Departamento","Provincia","Distrito","Mes","Año","Casos","Muertes Covid","Muertes totales"
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","11","2020",127,5,2
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","12","2020",87,5,10
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","01","2021",220,15,9
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","02","2021",261,11,10
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","03","2021",292,13,10
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","04","2021",484,23,8
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","05","2021",380,26,11
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","06","2021",268,12,8
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","07","2021",111,9,13
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","08","2021",73,4,3
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","09","2021",100,0,5
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","10","2021",57,0,0
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","11","2021",39,1,5
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","12","2021",91,1,2
10701,"AMAZONAS","UTCUBAMBA","BAGUA GRANDE","01","2022",39,0,3
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","03","2020",0,0,3
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","04","2020",4,0,6
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","05","2020",9,1,4
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","06","2020",18,5,5
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","07","2020",78,3,6
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","08","2020",66,2,2
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","09","2020",52,0,2
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","10","2020",20,2,2
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","11","2020",18,2,2
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","12","2020",10,1,2
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","01","2021",13,2,3
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","02","2021",19,1,3
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","03","2021",18,3,3
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","04","2021",69,3,1
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","05","2021",50,6,4
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","06","2021",18,2,0
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","07","2021",29,1,1
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","08","2021",10,0,3
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","09","2021",3,0,4
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","10","2021",8,0,1
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","11","2021",12,0,3
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","12","2021",17,0,2
10702,"AMAZONAS","UTCUBAMBA","CAJARURO","01","2022",2,0,1
10703,"AMAZONAS","UTCUBAMBA","CUMBA","03","2020",0,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","04","2020",0,0,1
10703,"AMAZONAS","UTCUBAMBA","CUMBA","05","2020",1,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","06","2020",4,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","07","2020",4,0,2
10703,"AMAZONAS","UTCUBAMBA","CUMBA","08","2020",17,1,1
10703,"AMAZONAS","UTCUBAMBA","CUMBA","09","2020",1,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","10","2020",1,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","11","2020",2,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","12","2020",0,0,1
10703,"AMAZONAS","UTCUBAMBA","CUMBA","01","2021",2,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","02","2021",9,1,1
10703,"AMAZONAS","UTCUBAMBA","CUMBA","03","2021",7,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","04","2021",36,2,1
10703,"AMAZONAS","UTCUBAMBA","CUMBA","05","2021",20,7,4
10703,"AMAZONAS","UTCUBAMBA","CUMBA","06","2021",12,2,2
10703,"AMAZONAS","UTCUBAMBA","CUMBA","07","2021",5,2,2
10703,"AMAZONAS","UTCUBAMBA","CUMBA","08","2021",1,1,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","09","2021",11,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","10","2021",0,0,1
10703,"AMAZONAS","UTCUBAMBA","CUMBA","11","2021",0,0,1
10703,"AMAZONAS","UTCUBAMBA","CUMBA","12","2021",1,0,0
10703,"AMAZONAS","UTCUBAMBA","CUMBA","01","2022",1,0,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","03","2020",0,0,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","04","2020",0,0,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","05","2020",5,0,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","06","2020",6,0,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","07","2020",66,5,3
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","08","2020",62,0,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","09","2020",5,0,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","10","2020",11,0,1
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","11","2020",0,0,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","12","2020",1,1,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","01","2021",2,0,2
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","02","2021",12,2,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","03","2021",12,4,4
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","04","2021",19,2,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","05","2021",12,1,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","06","2021",11,1,0
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","07","2021",1,1,2
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","08","2021",7,0,1
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","09","2021",3,1,1
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","10","2021",7,0,1
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","11","2021",3,0,1
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","12","2021",23,1,2
10704,"AMAZONAS","UTCUBAMBA","EL MILAGRO","01","2022",2,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","03","2020",0,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","04","2020",0,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","05","2020",0,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","06","2020",7,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","07","2020",19,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","08","2020",24,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","09","2020",10,1,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","10","2020",2,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","11","2020",1,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","12","2020",0,1,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","01","2021",3,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","02","2021",6,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","03","2021",9,1,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","04","2021",12,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","05","2021",10,1,2
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","06","2021",9,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","07","2021",7,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","08","2021",10,0,0
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","09","2021",2,1,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","10","2021",6,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","11","2021",0,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","12","2021",12,0,1
10705,"AMAZONAS","UTCUBAMBA","JAMALCA","01","2022",1,0,0
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","03","2020",0,0,0
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","04","2020",0,0,3
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","05","2020",0,0,1
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","06","2020",3,0,0
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","07","2020",4,0,2
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","08","2020",8,0,3
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","09","2020",14,0,2
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","10","2020",1,0,1
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","11","2020",6,2,3
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","12","2020",1,0,2
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","01","2021",0,0,3
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","02","2021",2,1,6
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","03","2021",10,1,5
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","04","2021",20,4,6
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","05","2021",59,3,2
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","06","2021",17,4,5
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","07","2021",7,1,4
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","08","2021",2,0,7
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","09","2021",2,1,5
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","10","2021",2,0,3
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","11","2021",1,0,3
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","12","2021",9,0,4
10706,"AMAZONAS","UTCUBAMBA","LONYA GRANDE","01","2022",1,0,1
10707,"AMAZONAS","UTCUBAMBA","YAMON","03","2020",0,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","04","2020",0,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","05","2020",0,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","06","2020",1,0,1
10707,"AMAZONAS","UTCUBAMBA","YAMON","07","2020",1,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","08","2020",15,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","09","2020",0,1,1
10707,"AMAZONAS","UTCUBAMBA","YAMON","10","2020",0,0,1
10707,"AMAZONAS","UTCUBAMBA","YAMON","11","2020",0,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","12","2020",0,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","01","2021",1,0,1
10707,"AMAZONAS","UTCUBAMBA","YAMON","02","2021",2,0,1
10707,"AMAZONAS","UTCUBAMBA","YAMON","03","2021",19,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","04","2021",2,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","05","2021",11,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","06","2021",0,0,1
10707,"AMAZONAS","UTCUBAMBA","YAMON","07","2021",4,1,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","08","2021",1,0,3
10707,"AMAZONAS","UTCUBAMBA","YAMON","09","2021",3,1,1
10707,"AMAZONAS","UTCUBAMBA","YAMON","10","2021",0,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","11","2021",0,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","12","2021",1,0,0
10707,"AMAZONAS","UTCUBAMBA","YAMON","01","2022",0,0,0
20101,"ANCASH","HUARAZ","HUARAZ","03","2020",1,0,22
20101,"ANCASH","HUARAZ","HUARAZ","04","2020",64,3,33
20101,"ANCASH","HUARAZ","HUARAZ","05","2020",310,24,36
20101,"ANCASH","HUARAZ","HUARAZ","06","2020",482,43,76
20101,"ANCASH","HUARAZ","HUARAZ","07","2020",862,119,122
20101,"ANCASH","HUARAZ","HUARAZ","08","2020",1074,83,81
20101,"ANCASH","HUARAZ","HUARAZ","09","2020",592,28,41
20101,"ANCASH","HUARAZ","HUARAZ","10","2020",656,13,34
20101,"ANCASH","HUARAZ","HUARAZ","11","2020",153,5,25
20101,"ANCASH","HUARAZ","HUARAZ","12","2020",97,7,27
20101,"ANCASH","HUARAZ","HUARAZ","01","2021",387,37,46
20101,"ANCASH","HUARAZ","HUARAZ","02","2021",724,38,47
20101,"ANCASH","HUARAZ","HUARAZ","03","2021",1356,57,80
20101,"ANCASH","HUARAZ","HUARAZ","04","2021",1123,84,115
20101,"ANCASH","HUARAZ","HUARAZ","05","2021",806,63,98
20101,"ANCASH","HUARAZ","HUARAZ","06","2021",401,17,46
20101,"ANCASH","HUARAZ","HUARAZ","07","2021",336,14,49
20101,"ANCASH","HUARAZ","HUARAZ","08","2021",341,9,39
20101,"ANCASH","HUARAZ","HUARAZ","09","2021",280,4,31
20101,"ANCASH","HUARAZ","HUARAZ","10","2021",191,3,22
20101,"ANCASH","HUARAZ","HUARAZ","11","2021",105,3,39
20101,"ANCASH","HUARAZ","HUARAZ","12","2021",150,1,34
20101,"ANCASH","HUARAZ","HUARAZ","01","2022",413,0,10
20102,"ANCASH","HUARAZ","COCHABAMBA","03","2020",0,0,2
20102,"ANCASH","HUARAZ","COCHABAMBA","04","2020",0,0,2
20102,"ANCASH","HUARAZ","COCHABAMBA","05","2020",0,0,0
20102,"ANCASH","HUARAZ","COCHABAMBA","06","2020",0,0,1
20102,"ANCASH","HUARAZ","COCHABAMBA","07","2020",8,0,0
20102,"ANCASH","HUARAZ","COCHABAMBA","08","2020",3,0,1
20102,"ANCASH","HUARAZ","COCHABAMBA","09","2020",0,1,2
20102,"ANCASH","HUARAZ","COCHABAMBA","10","2020",0,0,2
20102,"ANCASH","HUARAZ","COCHABAMBA","11","2020",2,0,0
20102,"ANCASH","HUARAZ","COCHABAMBA","12","2020",1,0,1
20102,"ANCASH","HUARAZ","COCHABAMBA","01","2021",0,1,1
20102,"ANCASH","HUARAZ","COCHABAMBA","02","2021",10,0,3
20102,"ANCASH","HUARAZ","COCHABAMBA","03","2021",6,0,0
20102,"ANCASH","HUARAZ","COCHABAMBA","04","2021",7,0,1
20102,"ANCASH","HUARAZ","COCHABAMBA","05","2021",4,0,4
20102,"ANCASH","HUARAZ","COCHABAMBA","06","2021",5,0,0
20102,"ANCASH","HUARAZ","COCHABAMBA","07","2021",2,0,1
20102,"ANCASH","HUARAZ","COCHABAMBA","08","2021",1,1,2
20102,"ANCASH","HUARAZ","COCHABAMBA","09","2021",0,0,0
20102,"ANCASH","HUARAZ","COCHABAMBA","10","2021",1,0,1
20102,"ANCASH","HUARAZ","COCHABAMBA","11","2021",1,0,1
20102,"ANCASH","HUARAZ","COCHABAMBA","12","2021",0,0,2
20102,"ANCASH","HUARAZ","COCHABAMBA","01","2022",2,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","03","2020",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","04","2020",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","05","2020",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","06","2020",0,0,1
20103,"ANCASH","HUARAZ","COLCABAMBA","07","2020",1,0,1
20103,"ANCASH","HUARAZ","COLCABAMBA","08","2020",0,0,1
20103,"ANCASH","HUARAZ","COLCABAMBA","09","2020",1,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","10","2020",2,0,1
20103,"ANCASH","HUARAZ","COLCABAMBA","11","2020",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","12","2020",0,0,1
20103,"ANCASH","HUARAZ","COLCABAMBA","01","2021",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","02","2021",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","03","2021",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","04","2021",14,0,3
20103,"ANCASH","HUARAZ","COLCABAMBA","05","2021",0,0,1
20103,"ANCASH","HUARAZ","COLCABAMBA","06","2021",0,1,1
20103,"ANCASH","HUARAZ","COLCABAMBA","07","2021",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","08","2021",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","09","2021",3,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","10","2021",1,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","11","2021",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","12","2021",0,0,0
20103,"ANCASH","HUARAZ","COLCABAMBA","01","2022",0,0,0
20104,"ANCASH","HUARAZ","HUANCHAY","03","2020",0,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","04","2020",0,0,0
20104,"ANCASH","HUARAZ","HUANCHAY","05","2020",0,0,4
20104,"ANCASH","HUARAZ","HUANCHAY","06","2020",0,0,0
20104,"ANCASH","HUARAZ","HUANCHAY","07","2020",1,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","08","2020",3,0,2
20104,"ANCASH","HUARAZ","HUANCHAY","09","2020",1,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","10","2020",2,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","11","2020",0,1,2
20104,"ANCASH","HUARAZ","HUANCHAY","12","2020",0,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","01","2021",0,0,2
20104,"ANCASH","HUARAZ","HUANCHAY","02","2021",3,1,1
20104,"ANCASH","HUARAZ","HUANCHAY","03","2021",1,1,3
20104,"ANCASH","HUARAZ","HUANCHAY","04","2021",10,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","05","2021",6,2,0
20104,"ANCASH","HUARAZ","HUANCHAY","06","2021",9,0,2
20104,"ANCASH","HUARAZ","HUANCHAY","07","2021",0,0,0
20104,"ANCASH","HUARAZ","HUANCHAY","08","2021",0,0,0
20104,"ANCASH","HUARAZ","HUANCHAY","09","2021",1,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","10","2021",0,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","11","2021",0,0,1
20104,"ANCASH","HUARAZ","HUANCHAY","12","2021",1,0,0
20104,"ANCASH","HUARAZ","HUANCHAY","01","2022",1,0,0
20105,"ANCASH","HUARAZ","INDEPENDENCIA","03","2020",0,0,40
20105,"ANCASH","HUARAZ","INDEPENDENCIA","04","2020",39,2,29
20105,"ANCASH","HUARAZ","INDEPENDENCIA","05","2020",119,2,28
20105,"ANCASH","HUARAZ","INDEPENDENCIA","06","2020",225,20,49
20105,"ANCASH","HUARAZ","INDEPENDENCIA","07","2020",422,40,100
20105,"ANCASH","HUARAZ","INDEPENDENCIA","08","2020",662,35,64
20105,"ANCASH","HUARAZ","INDEPENDENCIA","09","2020",263,13,32
20105,"ANCASH","HUARAZ","INDEPENDENCIA","10","2020",311,6,23
20105,"ANCASH","HUARAZ","INDEPENDENCIA","11","2020",77,2,32
20105,"ANCASH","HUARAZ","INDEPENDENCIA","12","2020",100,4,22
20105,"ANCASH","HUARAZ","INDEPENDENCIA","01","2021",313,15,45
20105,"ANCASH","HUARAZ","INDEPENDENCIA","02","2021",349,22,58
20105,"ANCASH","HUARAZ","INDEPENDENCIA","03","2021",695,44,69
20105,"ANCASH","HUARAZ","INDEPENDENCIA","04","2021",588,43,82
20105,"ANCASH","HUARAZ","INDEPENDENCIA","05","2021",430,46,73
20105,"ANCASH","HUARAZ","INDEPENDENCIA","06","2021",242,14,28
20105,"ANCASH","HUARAZ","INDEPENDENCIA","07","2021",167,10,27
20105,"ANCASH","HUARAZ","INDEPENDENCIA","08","2021",218,3,27
20105,"ANCASH","HUARAZ","INDEPENDENCIA","09","2021",169,1,25
20105,"ANCASH","HUARAZ","INDEPENDENCIA","10","2021",106,1,28
20105,"ANCASH","HUARAZ","INDEPENDENCIA","11","2021",62,2,19
20105,"ANCASH","HUARAZ","INDEPENDENCIA","12","2021",77,0,33
20105,"ANCASH","HUARAZ","INDEPENDENCIA","01","2022",273,0,8
20106,"ANCASH","HUARAZ","JANGAS","03","2020",0,0,0
20106,"ANCASH","HUARAZ","JANGAS","04","2020",0,0,1
20106,"ANCASH","HUARAZ","JANGAS","05","2020",1,0,5
20106,"ANCASH","HUARAZ","JANGAS","06","2020",2,0,1
20106,"ANCASH","HUARAZ","JANGAS","07","2020",7,1,4
20106,"ANCASH","HUARAZ","JANGAS","08","2020",10,0,4
20106,"ANCASH","HUARAZ","JANGAS","09","2020",3,1,3
20106,"ANCASH","HUARAZ","JANGAS","10","2020",2,0,2
20106,"ANCASH","HUARAZ","JANGAS","11","2020",0,0,3
20106,"ANCASH","HUARAZ","JANGAS","12","2020",0,0,4
20106,"ANCASH","HUARAZ","JANGAS","01","2021",1,1,6
20106,"ANCASH","HUARAZ","JANGAS","02","2021",9,1,3
20106,"ANCASH","HUARAZ","JANGAS","03","2021",47,2,5
20106,"ANCASH","HUARAZ","JANGAS","04","2021",52,2,8
20106,"ANCASH","HUARAZ","JANGAS","05","2021",32,0,2
20106,"ANCASH","HUARAZ","JANGAS","06","2021",17,0,2
20106,"ANCASH","HUARAZ","JANGAS","07","2021",7,1,3
20106,"ANCASH","HUARAZ","JANGAS","08","2021",7,1,4
20106,"ANCASH","HUARAZ","JANGAS","09","2021",6,0,1
20106,"ANCASH","HUARAZ","JANGAS","10","2021",2,1,6
20106,"ANCASH","HUARAZ","JANGAS","11","2021",4,0,2
20106,"ANCASH","HUARAZ","JANGAS","12","2021",2,0,3
20106,"ANCASH","HUARAZ","JANGAS","01","2022",1,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","03","2020",0,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","04","2020",0,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","05","2020",0,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","06","2020",1,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","07","2020",0,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","08","2020",2,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","09","2020",1,1,2
20107,"ANCASH","HUARAZ","LA LIBERTAD","10","2020",0,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","11","2020",0,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","12","2020",0,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","01","2021",1,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","02","2021",0,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","03","2021",1,0,3
20107,"ANCASH","HUARAZ","LA LIBERTAD","04","2021",1,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","05","2021",0,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","06","2021",0,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","07","2021",0,1,2
20107,"ANCASH","HUARAZ","LA LIBERTAD","08","2021",0,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","09","2021",0,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","10","2021",0,1,2
20107,"ANCASH","HUARAZ","LA LIBERTAD","11","2021",7,0,1
20107,"ANCASH","HUARAZ","LA LIBERTAD","12","2021",16,0,0
20107,"ANCASH","HUARAZ","LA LIBERTAD","01","2022",0,0,0
20108,"ANCASH","HUARAZ","OLLEROS","03","2020",0,0,1
20108,"ANCASH","HUARAZ","OLLEROS","04","2020",0,0,2
20108,"ANCASH","HUARAZ","OLLEROS","05","2020",0,0,2
20108,"ANCASH","HUARAZ","OLLEROS","06","2020",1,0,4
20108,"ANCASH","HUARAZ","OLLEROS","07","2020",1,0,2
20108,"ANCASH","HUARAZ","OLLEROS","08","2020",1,1,3
20108,"ANCASH","HUARAZ","OLLEROS","09","2020",0,0,1
20108,"ANCASH","HUARAZ","OLLEROS","10","2020",0,0,2
20108,"ANCASH","HUARAZ","OLLEROS","11","2020",0,0,4
20108,"ANCASH","HUARAZ","OLLEROS","12","2020",0,0,1
20108,"ANCASH","HUARAZ","OLLEROS","01","2021",0,1,3
20108,"ANCASH","HUARAZ","OLLEROS","02","2021",0,1,5
20108,"ANCASH","HUARAZ","OLLEROS","03","2021",10,0,2
20108,"ANCASH","HUARAZ","OLLEROS","04","2021",2,1,2
20108,"ANCASH","HUARAZ","OLLEROS","05","2021",5,1,6
20108,"ANCASH","HUARAZ","OLLEROS","06","2021",2,0,2
20108,"ANCASH","HUARAZ","OLLEROS","07","2021",1,0,4
20108,"ANCASH","HUARAZ","OLLEROS","08","2021",0,0,3
20108,"ANCASH","HUARAZ","OLLEROS","09","2021",0,0,2
20108,"ANCASH","HUARAZ","OLLEROS","10","2021",0,0,3
20108,"ANCASH","HUARAZ","OLLEROS","11","2021",2,1,4
20108,"ANCASH","HUARAZ","OLLEROS","12","2021",9,2,2
20108,"ANCASH","HUARAZ","OLLEROS","01","2022",1,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","03","2020",0,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","04","2020",0,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","05","2020",0,0,1
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","06","2020",0,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","07","2020",0,1,3
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","08","2020",0,1,4
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","09","2020",2,0,1
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","10","2020",0,0,1
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","11","2020",0,0,1
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","12","2020",0,0,1
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","01","2021",0,0,2
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","02","2021",1,1,2
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","03","2021",5,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","04","2021",2,0,3
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","05","2021",0,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","06","2021",0,0,3
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","07","2021",0,0,2
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","08","2021",0,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","09","2021",1,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","10","2021",0,0,1
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","11","2021",0,0,2
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","12","2021",0,0,0
20109,"ANCASH","HUARAZ","PAMPAS GRANDE","01","2022",0,0,0
20110,"ANCASH","HUARAZ","PARIACOTO","03","2020",0,0,2
20110,"ANCASH","HUARAZ","PARIACOTO","04","2020",0,0,1
20110,"ANCASH","HUARAZ","PARIACOTO","05","2020",7,1,2
