UBIGEO1,UBIGEO2,DEPARTAMENTO,PROVINCIA,DISTRITO,POVERTY_RATE,PBI_PC,IDH
30417,30000,APURÍMAC,AYMARAES,YANACA,36.525154,6100.316981,41.1
30501,30000,APURÍMAC,COTABAMBAS,TAMBOBAMBA,43.160874,6100.316981,41.1
30502,30000,APURÍMAC,COTABAMBAS,COTABAMBAS,40.569905,6100.316981,41.1
30503,30000,APURÍMAC,COTABAMBAS,COYLLURQUI,53.773145,6100.316981,41.1
30504,30000,APURÍMAC,COTABAMBAS,HAQUIRA,45.178005,6100.316981,41.1
30505,30000,APURÍMAC,COTABAMBAS,MARA,41.746314,6100.316981,41.1
30506,30000,APURÍMAC,COTABAMBAS,CHALLHUAHUACHO,39.009247,6100.316981,41.1
30601,30000,APURÍMAC,CHINCHEROS,CHINCHEROS,47.786392,6100.316981,41.1
30602,30000,APURÍMAC,CHINCHEROS,ANCO-HUALLO,38.898972,6100.316981,41.1
30603,30000,APURÍMAC,CHINCHEROS,COCHARCAS,53.928486,6100.316981,41.1
30604,30000,APURÍMAC,CHINCHEROS,HUACCANA  ,39.165029,6100.316981,41.1
30605,30000,APURÍMAC,CHINCHEROS,OCOBAMBA,43.187387,6100.316981,41.1
30606,30000,APURÍMAC,CHINCHEROS,ONGOY     ,42.968059,6100.316981,41.1
30607,30000,APURÍMAC,CHINCHEROS,URANMARCA,52.890897,6100.316981,41.1
30608,30000,APURÍMAC,CHINCHEROS,RANRACANCHA,53.886841,6100.316981,41.1
30609,30000,APURÍMAC,CHINCHEROS,ROCCHACC   ,44.772251,6100.316981,41.1
30610,30000,APURÍMAC,CHINCHEROS,EL PORVENIR   ,53.790238,6100.316981,41.1
30611,30000,APURÍMAC,CHINCHEROS,LOS CHANKAS  ,56.57085,6100.316981,41.1
30701,30000,APURÍMAC,GRAU,CHUQUIBAMBILLA,36.550437,6100.316981,41.1
30702,30000,APURÍMAC,GRAU,CURPAHUASI,53.583463,6100.316981,41.1
30703,30000,APURÍMAC,GRAU,GAMARRA,52.995689,6100.316981,41.1
30704,30000,APURÍMAC,GRAU,HUAYLLATI,46.964669,6100.316981,41.1
30705,30000,APURÍMAC,GRAU,MAMARA,32.39691,6100.316981,41.1
30706,30000,APURÍMAC,GRAU,MICAELA BASTIDAS,52.038908,6100.316981,41.1
30707,30000,APURÍMAC,GRAU,PATAYPAMPA,51.920675,6100.316981,41.1
30708,30000,APURÍMAC,GRAU,PROGRESO,49.28344,6100.316981,41.1
30709,30000,APURÍMAC,GRAU,SAN ANTONIO,38.126225,6100.316981,41.1
30710,30000,APURÍMAC,GRAU,SANTA ROSA,48.160119,6100.316981,41.1
30711,30000,APURÍMAC,GRAU,TURPAY,32.39691,6100.316981,41.1
30712,30000,APURÍMAC,GRAU,VILCABAMBA,30.130696,6100.316981,41.1
30713,30000,APURÍMAC,GRAU,VIRUNDO,41.359506,6100.316981,41.1
30714,30000,APURÍMAC,GRAU,CURASCO,53.796328,6100.316981,41.1
40101,40000,AREQUIPA,AREQUIPA,AREQUIPA,0.715245,9006.816781,64.3
40102,40000,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,5.226929,9006.816781,64.3
40103,40000,AREQUIPA,AREQUIPA,CAYMA,6.404694,9006.816781,64.3
40104,40000,AREQUIPA,AREQUIPA,CERRO COLORADO ,9.087223,9006.816781,64.3
40105,40000,AREQUIPA,AREQUIPA,CHARACATO,11.49163,9006.816781,64.3
40106,40000,AREQUIPA,AREQUIPA,CHIGUATA,17.804566,9006.816781,64.3
40107,40000,AREQUIPA,AREQUIPA,JACOBO HUNTER,4.337154,9006.816781,64.3
40108,40000,AREQUIPA,AREQUIPA,LA JOYA,16.95343,9006.816781,64.3
40109,40000,AREQUIPA,AREQUIPA,MARÍANO MELGAR,6.153251,9006.816781,64.3
40110,40000,AREQUIPA,AREQUIPA,MIRAFLORES,3.961676,9006.816781,64.3
40111,40000,AREQUIPA,AREQUIPA,MOLLEBAYA,7.374991,9006.816781,64.3
40112,40000,AREQUIPA,AREQUIPA,PAUCARPATA,6.192393,9006.816781,64.3
40113,40000,AREQUIPA,AREQUIPA,POCSI,14.39765,9006.816781,64.3
40114,40000,AREQUIPA,AREQUIPA,POLOBAYA,17.682058,9006.816781,64.3
40115,40000,AREQUIPA,AREQUIPA,QUEQUEÑA,11.49163,9006.816781,64.3
40116,40000,AREQUIPA,AREQUIPA,SABANDIA,11.49163,9006.816781,64.3
40117,40000,AREQUIPA,AREQUIPA,SACHACA,6.565752,9006.816781,64.3
40118,40000,AREQUIPA,AREQUIPA,SAN JUAN DE SIGUAS,14.39765,9006.816781,64.3
40119,40000,AREQUIPA,AREQUIPA,SAN JUAN DE TARUCANI,27.337288,9006.816781,64.3
40120,40000,AREQUIPA,AREQUIPA,SANTA ISABEL DE SIGUAS,22.979894,9006.816781,64.3
40121,40000,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,16.95343,9006.816781,64.3
40122,40000,AREQUIPA,AREQUIPA,SOCABAYA,4.704118,9006.816781,64.3
40123,40000,AREQUIPA,AREQUIPA,TIABAYA,7.44205,9006.816781,64.3
40124,40000,AREQUIPA,AREQUIPA,UCHUMAYO,6.330235,9006.816781,64.3
40125,40000,AREQUIPA,AREQUIPA,VITOR  ,14.39765,9006.816781,64.3
40126,40000,AREQUIPA,AREQUIPA,YANAHUARA,0.34531,9006.816781,64.3
40127,40000,AREQUIPA,AREQUIPA,YARABAMBA,12.726926,9006.816781,64.3
40128,40000,AREQUIPA,AREQUIPA,YURA,14.126672,9006.816781,64.3
40129,40000,AREQUIPA,AREQUIPA,JOSÉ LUIS BUSTAMANTE Y RIVERO,1.433882,9006.816781,64.3
40201,40000,AREQUIPA,CAMANA,CAMANA,5.430922,9006.816781,64.3
40202,40000,AREQUIPA,CAMANA,JOSÉ MARÍA QUIMPER,18.30842,9006.816781,64.3
40203,40000,AREQUIPA,CAMANA,MARÍANO NICOLÁS VALCARCEL,8.106226,9006.816781,64.3
40204,40000,AREQUIPA,CAMANA,MARISCAL CÁCERES,22.336496,9006.816781,64.3
40205,40000,AREQUIPA,CAMANA,NICOLÁS DE PIÉROLA,18.30842,9006.816781,64.3
40206,40000,AREQUIPA,CAMANA,OCOÑA,13.74691,9006.816781,64.3
40207,40000,AREQUIPA,CAMANA,QUILCA,8.8229936,9006.816781,64.3
40208,40000,AREQUIPA,CAMANA,SAMUEL PASTOR,13.74691,9006.816781,64.3
40301,40000,AREQUIPA,CARAVELÍ,CARAVELÍ,11.92252,9006.816781,64.3
40302,40000,AREQUIPA,CARAVELÍ,ACARI,11.22,9006.816781,64.3
40303,40000,AREQUIPA,CARAVELÍ,ATICO,11.92252,9006.816781,64.3
40304,40000,AREQUIPA,CARAVELÍ,ATIQUIPA,14.32448,9006.816781,64.3
40305,40000,AREQUIPA,CARAVELÍ,BELLA UNIÓN,11.92252,9006.816781,64.3
40306,40000,AREQUIPA,CARAVELÍ,CAHUACHO,41.516148,9006.816781,64.3
40307,40000,AREQUIPA,CARAVELÍ,CHALA,11.92252,9006.816781,64.3
40308,40000,AREQUIPA,CARAVELÍ,CHAPARRA,11.22,9006.816781,64.3
40309,40000,AREQUIPA,CARAVELÍ,HUANUHUANU,14.32448,9006.816781,64.3
40310,40000,AREQUIPA,CARAVELÍ,JAQUI,14.32448,9006.816781,64.3
40311,40000,AREQUIPA,CARAVELÍ,LOMAS,14.32448,9006.816781,64.3
40312,40000,AREQUIPA,CARAVELÍ,QUICACHA,16.892371,9006.816781,64.3
40313,40000,AREQUIPA,CARAVELÍ,YAUCA,7.668367,9006.816781,64.3
40401,40000,AREQUIPA,CASTILLA,APLAO,13.35676,9006.816781,64.3
40402,40000,AREQUIPA,CASTILLA,ANDAGUA,40.965186,9006.816781,64.3
40403,40000,AREQUIPA,CASTILLA,AYO,19.31141,9006.816781,64.3
40404,40000,AREQUIPA,CASTILLA,CHACHAS,38.67712,9006.816781,64.3
40405,40000,AREQUIPA,CASTILLA,CHILCAYMARCA,39.311256,9006.816781,64.3
40406,40000,AREQUIPA,CASTILLA,CHOCO,39.958151,9006.816781,64.3
40407,40000,AREQUIPA,CASTILLA,HUANCARQUI,12.598816,9006.816781,64.3
40408,40000,AREQUIPA,CASTILLA,MACHAGUAY,19.31141,9006.816781,64.3
40409,40000,AREQUIPA,CASTILLA,ORCOPAMPA,15.696346,9006.816781,64.3
40410,40000,AREQUIPA,CASTILLA,PAMPACOLCA,20.922234,9006.816781,64.3
40411,40000,AREQUIPA,CASTILLA,TIPÁN,25.7727,9006.816781,64.3
40412,40000,AREQUIPA,CASTILLA,UÑÓN,25.7727,9006.816781,64.3
40413,40000,AREQUIPA,CASTILLA,URACA,13.35676,9006.816781,64.3
40414,40000,AREQUIPA,CASTILLA,VIRACO,25.7727,9006.816781,64.3
40501,40000,AREQUIPA,CAYLLOMA,CHIVAY,16.312763,9006.816781,64.3
40502,40000,AREQUIPA,CAYLLOMA,ACHOMA,25.34294,9006.816781,64.3
40503,40000,AREQUIPA,CAYLLOMA,CABANACONDE,33.87431,9006.816781,64.3
40504,40000,AREQUIPA,CAYLLOMA,CALLALLI,29.56721,9006.816781,64.3
40505,40000,AREQUIPA,CAYLLOMA,CAYLLOMA,40.761881,9006.816781,64.3
40506,40000,AREQUIPA,CAYLLOMA,COPORAQUE,25.34294,9006.816781,64.3
40507,40000,AREQUIPA,CAYLLOMA,HUAMBO,29.062691,9006.816781,64.3
40508,40000,AREQUIPA,CAYLLOMA,HUANCA,35.870925,9006.816781,64.3
40509,40000,AREQUIPA,CAYLLOMA,ICHUPAMPA,28.86934,9006.816781,64.3
40510,40000,AREQUIPA,CAYLLOMA,LARI,29.56721,9006.816781,64.3
40511,40000,AREQUIPA,CAYLLOMA,LLUTA,28.967038,9006.816781,64.3
40512,40000,AREQUIPA,CAYLLOMA,MACA,29.56721,9006.816781,64.3
40513,40000,AREQUIPA,CAYLLOMA,MADRIGAL,29.56721,9006.816781,64.3
40514,40000,AREQUIPA,CAYLLOMA,SAN ANTONIO DE CHUCA ,28.86934,9006.816781,64.3
40515,40000,AREQUIPA,CAYLLOMA,SIBAYO,33.87431,9006.816781,64.3
40516,40000,AREQUIPA,CAYLLOMA,TAPAY,43.075724,9006.816781,64.3
40517,40000,AREQUIPA,CAYLLOMA,TISCO,47.846854,9006.816781,64.3
40518,40000,AREQUIPA,CAYLLOMA,TUTI,29.56721,9006.816781,64.3
40519,40000,AREQUIPA,CAYLLOMA,YANQUE,24.803464,9006.816781,64.3
40520,40000,AREQUIPA,CAYLLOMA,MAJES,12.596769,9006.816781,64.3
40601,40000,AREQUIPA,CONDESUYOS,CHUQUIBAMBA,14.327612,9006.816781,64.3
40602,40000,AREQUIPA,CONDESUYOS,ANDARAY,23.37544,9006.816781,64.3
40603,40000,AREQUIPA,CONDESUYOS,CAYARANI,42.889416,9006.816781,64.3
40604,40000,AREQUIPA,CONDESUYOS,CHICHAS,38.946115,9006.816781,64.3
40605,40000,AREQUIPA,CONDESUYOS,IRAY,23.37544,9006.816781,64.3
40606,40000,AREQUIPA,CONDESUYOS,RÍO GRANDE,14.61039,9006.816781,64.3
40607,40000,AREQUIPA,CONDESUYOS,SALAMANCA,27.146444,9006.816781,64.3
40608,40000,AREQUIPA,CONDESUYOS,YANAQUIHUA,14.61039,9006.816781,64.3
40701,40000,AREQUIPA,ISLAY,MOLLENDO,6.391753,9006.816781,64.3
40702,40000,AREQUIPA,ISLAY,COCACHACRA,12.38612,9006.816781,64.3
40703,40000,AREQUIPA,ISLAY,DEAN VALDIVIA,17.831239,9006.816781,64.3
40704,40000,AREQUIPA,ISLAY,ISLAY,12.38612,9006.816781,64.3
40705,40000,AREQUIPA,ISLAY,MEJIA,4.033851,9006.816781,64.3
40706,40000,AREQUIPA,ISLAY,PUNTA DE BOMBÓN,12.38612,9006.816781,64.3
40801,40000,AREQUIPA,LA UNIÓN,COTAHUASI,18.665816,9006.816781,64.3
40802,40000,AREQUIPA,LA UNIÓN,ALCA,46.382311,9006.816781,64.3
40803,40000,AREQUIPA,LA UNIÓN,CHARCANA,39.303624,9006.816781,64.3
40804,40000,AREQUIPA,LA UNIÓN,HUAYNACOTAS,42.179079,9006.816781,64.3
40805,40000,AREQUIPA,LA UNIÓN,PAMPAMARCA,39.978632,9006.816781,64.3
40806,40000,AREQUIPA,LA UNIÓN,PUYCA,52.170944,9006.816781,64.3
40807,40000,AREQUIPA,LA UNIÓN,QUECHUALLA,28.88604,9006.816781,64.3
40808,40000,AREQUIPA,LA UNIÓN,SAYLA,33.14391,9006.816781,64.3
40809,40000,AREQUIPA,LA UNIÓN,TAURIA,28.88604,9006.816781,64.3
40810,40000,AREQUIPA,LA UNIÓN,TOMEPAMPA,26.542994,9006.816781,64.3
40811,40000,AREQUIPA,LA UNIÓN,TORO,33.14391,9006.816781,64.3
50101,50000,AYACUCHO,HUAMANGA,AYACUCHO   ,15.054646,3201.644414,43.3
50102,50000,AYACUCHO,HUAMANGA,ACOCRO,51.536513,3201.644414,43.3
50103,50000,AYACUCHO,HUAMANGA,ACOS VINCHOS,45.268869,3201.644414,43.3
50104,50000,AYACUCHO,HUAMANGA,CARMEN ALTO ,26.660474,3201.644414,43.3
50105,50000,AYACUCHO,HUAMANGA,CHIARA,51.697462,3201.644414,43.3
50106,50000,AYACUCHO,HUAMANGA,OCROS   ,52.501663,3201.644414,43.3
50107,50000,AYACUCHO,HUAMANGA,PACAYCASA,31.561665,3201.644414,43.3
50108,50000,AYACUCHO,HUAMANGA,QUINUA,37.988189,3201.644414,43.3
50109,50000,AYACUCHO,HUAMANGA,SAN JOSÉ DE TICLLAS,53.852984,3201.644414,43.3
50110,50000,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,18.759879,3201.644414,43.3
50111,50000,AYACUCHO,HUAMANGA,SANTIAGO DE PISCHA,46.909459,3201.644414,43.3
50112,50000,AYACUCHO,HUAMANGA,SOCOS,60.55301,3201.644414,43.3
50113,50000,AYACUCHO,HUAMANGA,TAMBILLO,37.996694,3201.644414,43.3
50114,50000,AYACUCHO,HUAMANGA,VINCHOS,58.013396,3201.644414,43.3
50115,50000,AYACUCHO,HUAMANGA,JESÚS NAZARENO,16.283852,3201.644414,43.3
50116,50000,AYACUCHO,HUAMANGA,ANDRÉS AVELINO CÁCERES DORREGARAY   ,13.243211,3201.644414,43.3
50201,50000,AYACUCHO,CANGALLO,CANGALLO,35.00305,3201.644414,43.3
50202,50000,AYACUCHO,CANGALLO,CHUSCHI,49.686077,3201.644414,43.3
50203,50000,AYACUCHO,CANGALLO,LOS MOROCHUCOS,45.977186,3201.644414,43.3
50204,50000,AYACUCHO,CANGALLO,MARÍA PARADO DE BELLIDO,58.648859,3201.644414,43.3
50205,50000,AYACUCHO,CANGALLO,PARAS,63.946171,3201.644414,43.3
50206,50000,AYACUCHO,CANGALLO,TOTOS,49.872178,3201.644414,43.3
50301,50000,AYACUCHO,HUANCA SANCOS,SANCOS,34.644506,3201.644414,43.3
50302,50000,AYACUCHO,HUANCA SANCOS,CARAPO,51.580689,3201.644414,43.3
50303,50000,AYACUCHO,HUANCA SANCOS,SACSAMARCA,45.793638,3201.644414,43.3
50304,50000,AYACUCHO,HUANCA SANCOS,SANTIAGO DE LUCANAMARCA,43.949016,3201.644414,43.3
50401,50000,AYACUCHO,HUANTA,HUANTA    ,36.194279,3201.644414,43.3
50402,50000,AYACUCHO,HUANTA,AYAHUANCO   ,53.055271,3201.644414,43.3
50403,50000,AYACUCHO,HUANTA,HUAMANGUILLA,49.542142,3201.644414,43.3
50404,50000,AYACUCHO,HUANTA,IGUAIN,52.217517,3201.644414,43.3
50405,50000,AYACUCHO,HUANTA,LURICOCHA,43.564533,3201.644414,43.3
50406,50000,AYACUCHO,HUANTA,SANTILLANA   ,59.937555,3201.644414,43.3
50407,50000,AYACUCHO,HUANTA,SIVIA   ,45.787749,3201.644414,43.3
50408,50000,AYACUCHO,HUANTA,LLOCHEGUA   ,32.096351,3201.644414,43.3
50409,50000,AYACUCHO,HUANTA,CANAYRE  ,43.483245,3201.644414,43.3
50410,50000,AYACUCHO,HUANTA,UCHURACCAY   ,81.261671,3201.644414,43.3
50411,50000,AYACUCHO,HUANTA,PUCACOLPA  ,78.161251,3201.644414,43.3
50412,50000,AYACUCHO,HUANTA,CHACA   ,72.722171,3201.644414,43.3
50501,50000,AYACUCHO,LA MAR,SAN MIGUEL,48.595298,3201.644414,43.3
50502,50000,AYACUCHO,LA MAR,ANCO  ,45.927716,3201.644414,43.3
50503,50000,AYACUCHO,LA MAR,AYNA,38.938658,3201.644414,43.3
50504,50000,AYACUCHO,LA MAR,CHILCAS,44.042213,3201.644414,43.3
50505,50000,AYACUCHO,LA MAR,CHUNGUI  ,62.395542,3201.644414,43.3
50506,50000,AYACUCHO,LA MAR,LUIS CARRANZA,63.62024,3201.644414,43.3
50507,50000,AYACUCHO,LA MAR,SANTA ROSA,31.925593,3201.644414,43.3
50508,50000,AYACUCHO,LA MAR,TAMBO,54.039499,3201.644414,43.3
50509,50000,AYACUCHO,LA MAR,SAMUGARI ,42.323311,3201.644414,43.3
50510,50000,AYACUCHO,LA MAR,ANCHIHUAY  ,64.817398,3201.644414,43.3
50511,50000,AYACUCHO,LA MAR,ORONCOY  ,70.349495,3201.644414,43.3
50601,50000,AYACUCHO,LUCANAS,PUQUIO,34.786636,3201.644414,43.3
50602,50000,AYACUCHO,LUCANAS,AUCARA,49.507817,3201.644414,43.3
50603,50000,AYACUCHO,LUCANAS,CABANA,42.702162,3201.644414,43.3
50604,50000,AYACUCHO,LUCANAS,CARMEN SALCEDO,35.0453,3201.644414,43.3
50605,50000,AYACUCHO,LUCANAS,CHAVIÑA,32.446012,3201.644414,43.3
50606,50000,AYACUCHO,LUCANAS,CHIPAO,39.271149,3201.644414,43.3
50607,50000,AYACUCHO,LUCANAS,HUAC-HUAS,48.577225,3201.644414,43.3
50608,50000,AYACUCHO,LUCANAS,LARAMATE,46.321004,3201.644414,43.3
50609,50000,AYACUCHO,LUCANAS,LEONCIO PRADO,38.9161,3201.644414,43.3
50610,50000,AYACUCHO,LUCANAS,LLAUTA,27.398913,3201.644414,43.3
50611,50000,AYACUCHO,LUCANAS,LUCANAS,41.481291,3201.644414,43.3
50612,50000,AYACUCHO,LUCANAS,OCAÑA,50.275966,3201.644414,43.3
50613,50000,AYACUCHO,LUCANAS,OTOCA,43.895774,3201.644414,43.3
50614,50000,AYACUCHO,LUCANAS,SAISA,50.023129,3201.644414,43.3
50615,50000,AYACUCHO,LUCANAS,SAN CRISTÓBAL,54.556409,3201.644414,43.3
50616,50000,AYACUCHO,LUCANAS,SAN JUAN,40.744316,3201.644414,43.3
50617,50000,AYACUCHO,LUCANAS,SAN PEDRO,49.01561,3201.644414,43.3
50618,50000,AYACUCHO,LUCANAS,SAN PEDRO DE PALCO,35.0453,3201.644414,43.3
50619,50000,AYACUCHO,LUCANAS,SANCOS,42.278768,3201.644414,43.3
50620,50000,AYACUCHO,LUCANAS,SANTA ANA DE HUAYCAHUACHO,29.714467,3201.644414,43.3
50621,50000,AYACUCHO,LUCANAS,SANTA LUCÍA,39.630727,3201.644414,43.3
50701,50000,AYACUCHO,PARINACOCHAS,CORACORA,37.181469,3201.644414,43.3
50702,50000,AYACUCHO,PARINACOCHAS,CHUMPI,37.010343,3201.644414,43.3
50703,50000,AYACUCHO,PARINACOCHAS,CORONEL CASTAÑEDA,55.840313,3201.644414,43.3
50704,50000,AYACUCHO,PARINACOCHAS,PACAPAUSA,29.416076,3201.644414,43.3
50705,50000,AYACUCHO,PARINACOCHAS,PULLO,37.805466,3201.644414,43.3
50706,50000,AYACUCHO,PARINACOCHAS,PUYUSCA,32.122544,3201.644414,43.3
50707,50000,AYACUCHO,PARINACOCHAS,SAN FRANCISCO DE RAVACAYCO,39.325269,3201.644414,43.3
50708,50000,AYACUCHO,PARINACOCHAS,UPAHUACHO,58.999703,3201.644414,43.3
50801,50000,AYACUCHO,PAUCAR DEL SARA SARA,PAUSA,23.525361,3201.644414,43.3
50802,50000,AYACUCHO,PAUCAR DEL SARA SARA,COLTA,39.918399,3201.644414,43.3
50803,50000,AYACUCHO,PAUCAR DEL SARA SARA,CORCULLA,37.40018,3201.644414,43.3
50804,50000,AYACUCHO,PAUCAR DEL SARA SARA,LAMPA,32.14853,3201.644414,43.3
50805,50000,AYACUCHO,PAUCAR DEL SARA SARA,MARCABAMBA,19.857407,3201.644414,43.3
50806,50000,AYACUCHO,PAUCAR DEL SARA SARA,OYOLO,39.685743,3201.644414,43.3
50807,50000,AYACUCHO,PAUCAR DEL SARA SARA,PARARCA,32.14853,3201.644414,43.3
50808,50000,AYACUCHO,PAUCAR DEL SARA SARA,SAN JAVIER DE ALPABAMBA,37.40018,3201.644414,43.3
50809,50000,AYACUCHO,PAUCAR DEL SARA SARA,SAN JOSÉ DE USHUA,30.29507,3201.644414,43.3
50810,50000,AYACUCHO,PAUCAR DEL SARA SARA,SARA SARA,30.29507,3201.644414,43.3
50901,50000,AYACUCHO,SUCRE,QUEROBAMBA,32.838765,3201.644414,43.3
50902,50000,AYACUCHO,SUCRE,BELÉN,53.497967,3201.644414,43.3
50903,50000,AYACUCHO,SUCRE,CHALCOS,58.364017,3201.644414,43.3
50904,50000,AYACUCHO,SUCRE,CHILCAYOC,50.765457,3201.644414,43.3
50905,50000,AYACUCHO,SUCRE,HUACAÑA,43.526738,3201.644414,43.3
50906,50000,AYACUCHO,SUCRE,MORCOLLA,64.442539,3201.644414,43.3
50907,50000,AYACUCHO,SUCRE,PAICO,46.972272,3201.644414,43.3
50908,50000,AYACUCHO,SUCRE,SAN PEDRO DE LARCAY,47.117162,3201.644414,43.3
50909,50000,AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,45.354617,3201.644414,43.3
50910,50000,AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,54.993232,3201.644414,43.3
50911,50000,AYACUCHO,SUCRE,SORAS,42.283405,3201.644414,43.3
51001,50000,AYACUCHO,VICTOR FAJARDO,HUANCAPI,32.611348,3201.644414,43.3
51002,50000,AYACUCHO,VICTOR FAJARDO,ALCAMENCA,52.052896,3201.644414,43.3
51003,50000,AYACUCHO,VICTOR FAJARDO,APONGO,53.484127,3201.644414,43.3
51004,50000,AYACUCHO,VICTOR FAJARDO,ASQUIPATA,44.9478,3201.644414,43.3
51005,50000,AYACUCHO,VICTOR FAJARDO,CANARIA,50.85634,3201.644414,43.3
51006,50000,AYACUCHO,VICTOR FAJARDO,CAYARA,59.034564,3201.644414,43.3
51007,50000,AYACUCHO,VICTOR FAJARDO,COLCA,42.320098,3201.644414,43.3
51008,50000,AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,63.468119,3201.644414,43.3
51009,50000,AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,36.235036,3201.644414,43.3
51010,50000,AYACUCHO,VICTOR FAJARDO,HUAYA,55.917583,3201.644414,43.3
51011,50000,AYACUCHO,VICTOR FAJARDO,SARHUA,70.736082,3201.644414,43.3
51012,50000,AYACUCHO,VICTOR FAJARDO,VILCANCHOS,58.111649,3201.644414,43.3
51101,50000,AYACUCHO,VILCAS HUAMÁN,VILCAS HUAMÁN,46.946494,3201.644414,43.3
51102,50000,AYACUCHO,VILCAS HUAMÁN,ACCOMARCA,41.373965,3201.644414,43.3
51103,50000,AYACUCHO,VILCAS HUAMÁN,CARHUANCA,47.288156,3201.644414,43.3
51104,50000,AYACUCHO,VILCAS HUAMÁN,CONCEPCION,55.226955,3201.644414,43.3
51105,50000,AYACUCHO,VILCAS HUAMÁN,HUAMBALPA,27.591488,3201.644414,43.3
51106,50000,AYACUCHO,VILCAS HUAMÁN,INDEPENDENCIA,40.654191,3201.644414,43.3
51107,50000,AYACUCHO,VILCAS HUAMÁN,SAURAMA,57.615286,3201.644414,43.3
51108,50000,AYACUCHO,VILCAS HUAMÁN,VISCHONGO,39.958274,3201.644414,43.3
60101,60000,CAJAMARCA,CAJAMARCA,CAJAMARCA,19.74874,2081.118853,42.5
60102,60000,CAJAMARCA,CAJAMARCA,ASUNCION,58.25357,2081.118853,42.5
60103,60000,CAJAMARCA,CAJAMARCA,CHETILLA,74.378962,2081.118853,42.5
60104,60000,CAJAMARCA,CAJAMARCA,COSPÁN,73.630185,2081.118853,42.5
60105,60000,CAJAMARCA,CAJAMARCA,ENCAÑADA,74.909599,2081.118853,42.5
60106,60000,CAJAMARCA,CAJAMARCA,JESÚS,70.501191,2081.118853,42.5
60107,60000,CAJAMARCA,CAJAMARCA,LLACANORA,63.634096,2081.118853,42.5
60108,60000,CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,36.669142,2081.118853,42.5
60109,60000,CAJAMARCA,CAJAMARCA,MAGDALENA,54.524421,2081.118853,42.5
60110,60000,CAJAMARCA,CAJAMARCA,MATARA,50.188485,2081.118853,42.5
60111,60000,CAJAMARCA,CAJAMARCA,NAMORA,67.78289,2081.118853,42.5
60112,60000,CAJAMARCA,CAJAMARCA,SAN JUAN,54.57969,2081.118853,42.5
60201,60000,CAJAMARCA,CAJABAMBA,CAJABAMBA,28.787015,2081.118853,42.5
60202,60000,CAJAMARCA,CAJABAMBA,CACHACHI,76.856871,2081.118853,42.5
60203,60000,CAJAMARCA,CAJABAMBA,CONDEBAMBA,55.504548,2081.118853,42.5
60204,60000,CAJAMARCA,CAJABAMBA,SITACOCHA,72.224726,2081.118853,42.5
60301,60000,CAJAMARCA,CELENDÍN,CELENDIN,35.147289,2081.118853,42.5
60302,60000,CAJAMARCA,CELENDÍN,CHUMUCH,65.131207,2081.118853,42.5
60303,60000,CAJAMARCA,CELENDÍN,CORTEGANA,72.264025,2081.118853,42.5
60304,60000,CAJAMARCA,CELENDÍN,HUASMIN,76.131443,2081.118853,42.5
60305,60000,CAJAMARCA,CELENDÍN,JORGE CHÁVEZ,48.892668,2081.118853,42.5
60306,60000,CAJAMARCA,CELENDÍN,JOSÉ GÁLVEZ,47.788223,2081.118853,42.5
60307,60000,CAJAMARCA,CELENDÍN,MIGUEL IGLESIAS,75.803568,2081.118853,42.5
60308,60000,CAJAMARCA,CELENDÍN,OXAMARCA,80.998207,2081.118853,42.5
60309,60000,CAJAMARCA,CELENDÍN,SOROCHUCO,66.234164,2081.118853,42.5
60310,60000,CAJAMARCA,CELENDÍN,SUCRE,53.907275,2081.118853,42.5
60311,60000,CAJAMARCA,CELENDÍN,UTCO,66.829214,2081.118853,42.5
60312,60000,CAJAMARCA,CELENDÍN,LA LIBERTAD DE PALLÁN,68.677194,2081.118853,42.5
60401,60000,CAJAMARCA,CHOTA,CHOTA,48.08033,2081.118853,42.5
60402,60000,CAJAMARCA,CHOTA,ANGUIA,78.712226,2081.118853,42.5
60403,60000,CAJAMARCA,CHOTA,CHADIN,66.695063,2081.118853,42.5
60404,60000,CAJAMARCA,CHOTA,CHIGUIRIP,69.123626,2081.118853,42.5
60405,60000,CAJAMARCA,CHOTA,CHIMBAN,57.313483,2081.118853,42.5
60406,60000,CAJAMARCA,CHOTA,CHOROPAMPA,57.256073,2081.118853,42.5
60407,60000,CAJAMARCA,CHOTA,COCHABAMBA,64.00383,2081.118853,42.5
60408,60000,CAJAMARCA,CHOTA,CONCHAN,70.238875,2081.118853,42.5
60409,60000,CAJAMARCA,CHOTA,HUAMBOS,69.520731,2081.118853,42.5
60410,60000,CAJAMARCA,CHOTA,LAJAS,71.060172,2081.118853,42.5
60411,60000,CAJAMARCA,CHOTA,LLAMA,46.883478,2081.118853,42.5
60412,60000,CAJAMARCA,CHOTA,MIRACOSTA,73.618957,2081.118853,42.5
60413,60000,CAJAMARCA,CHOTA,PACCHA,56.236061,2081.118853,42.5
