conglome,vivienda,hogar,dominio,registro_sunarp,nbi1,nbi2,nbi3,nbi4,nbi5,longitud,latitud,prog_mujer,prog_juntos,prog_juvenil,beca18,bonogas,bono_ind,bono_uni,retiro_afp
007521,262,11,8,,0,0,0,0,0,-77.072182,-12.019201,0,0,0,0,0,0,0,0
007521,271,11,8,,0,0,0,0,0,-77.072182,-12.019201,0,0,0,0,0,0,0,0
007522,038,11,8,,0,0,0,0,0,-77.066452,-12.013221,0,0,0,0,0,0,0,0
007522,378,11,8,,0,0,0,0,0,-77.066452,-12.013221,0,0,0,0,0,0,0,0
007523,006,11,8,1,0,0,0,0,0,-77.054268,-12.015367,,,,,,,,
007523,016,11,8,1,0,0,0,0,0,-77.054268,-12.015367,0,0,0,0,0,1,0,0
007523,033,11,8,1,0,0,0,0,0,-77.054268,-12.015367,,,,,,,,
007523,042,11,8,,0,0,0,0,0,-77.054268,-12.015367,0,0,0,0,0,1,0,0
007523,052,11,8,,0,0,0,0,0,-77.054268,-12.015367,0,0,0,0,0,0,0,0
007523,060,11,8,1,0,0,0,0,0,-77.054268,-12.015367,0,0,0,0,0,0,0,0
007523,074,11,8,,0,0,0,0,0,-77.054268,-12.015367,0,0,0,0,0,0,0,0
007523,084,11,8,1,0,0,0,0,0,-77.054268,-12.015367,0,0,0,0,0,0,0,0
007524,018,11,8,1,0,0,0,0,0,-77.054001,-12.017805,0,0,0,0,0,0,0,1
007524,041,11,8,1,0,0,0,0,0,-77.054001,-12.017805,0,0,0,0,0,0,0,0
007524,064,11,8,1,0,0,0,0,0,-77.054001,-12.017805,0,0,0,0,0,0,0,0
007524,133,11,8,,0,0,0,0,0,-77.054001,-12.017805,0,0,0,0,0,0,0,1
007524,156,11,8,,0,0,0,0,0,-77.054001,-12.017805,0,0,0,0,0,0,0,0
007527,001,11,8,1,0,0,0,0,0,-77.062531,-12.025393,0,0,0,0,0,0,0,0
007527,018,11,8,1,0,0,0,0,0,-77.062531,-12.025393,0,0,0,0,0,0,0,1
007527,051,11,8,,0,0,0,0,0,-77.062531,-12.025393,0,0,0,0,0,0,0,0
007527,068,11,8,,0,0,0,0,0,-77.062531,-12.025393,0,0,0,0,0,0,1,0
007528,002,11,8,,0,0,0,0,0,-77.067467,-12.021315,,,,,,,,
007528,028,11,8,1,0,0,0,0,0,-77.067467,-12.021315,0,0,0,0,0,0,0,0
007528,079,11,8,,0,0,0,0,0,-77.067467,-12.021315,0,0,0,0,0,0,0,0
007528,105,11,8,,0,0,0,0,0,-77.067467,-12.021315,0,0,0,0,0,0,0,0
007528,126,11,8,,0,0,0,0,0,-77.067467,-12.021315,0,0,0,0,0,0,0,0
007528,154,12,8,,0,0,0,0,0,-77.067467,-12.021315,0,1,0,0,0,0,1,0
007528,154,22,8,,0,0,0,0,0,-77.067467,-12.021315,0,0,0,0,0,0,0,0
007529,012,11,8,1,0,0,0,0,0,-77.075653,-12.021895,0,0,0,0,0,0,0,0
007529,032,11,8,,0,0,0,0,0,-77.075653,-12.021895,,,,,,,,
007529,052,11,8,1,0,0,0,0,0,-77.075653,-12.021895,0,0,0,0,0,0,0,0
007529,073,11,8,,0,0,0,0,0,-77.075653,-12.021895,0,0,0,0,0,0,0,0
007529,113,11,8,1,0,0,0,0,0,-77.075653,-12.021895,0,0,0,0,0,0,0,0
007530,018,11,8,1,0,0,0,0,0,-77.08989,-12.027445,0,0,0,0,0,0,0,0
007530,058,11,8,1,0,0,0,0,0,-77.08989,-12.027445,0,0,0,0,0,0,0,0
007530,078,11,8,,0,0,0,0,0,-77.08989,-12.027445,,,,,,,,
007530,094,11,8,,0,0,0,0,0,-77.08989,-12.027445,0,0,0,0,0,0,0,0
007530,114,11,8,,0,0,0,0,0,-77.08989,-12.027445,0,0,0,0,0,0,0,0
007530,149,12,8,1,0,0,0,0,0,-77.08989,-12.027445,0,0,0,0,0,0,0,0
007530,149,22,8,,0,0,0,0,0,-77.08989,-12.027445,0,0,0,0,0,0,0,0
007531,010,11,8,,0,0,0,0,0,-77.094193,-12.033499,,,,,,,,
007531,025,11,8,,0,0,0,0,0,-77.094193,-12.033499,0,0,0,0,0,0,0,0
007531,055,11,8,1,0,0,0,0,0,-77.094193,-12.033499,,,,,,,,
007531,085,11,8,1,0,0,0,0,0,-77.094193,-12.033499,0,0,0,0,0,0,0,0
007531,100,11,8,1,0,0,0,0,0,-77.094193,-12.033499,0,0,0,0,0,0,0,0
007531,130,11,8,1,0,0,0,0,0,-77.094193,-12.033499,,,,,,,,
007532,021,11,8,1,0,0,0,0,0,-77.082512,-12.034604,0,0,0,0,0,0,0,0
007532,039,11,8,1,0,0,0,0,0,-77.082512,-12.034604,0,0,0,0,0,0,0,0
007532,058,11,8,,0,0,0,0,0,-77.082512,-12.034604,0,0,0,0,0,0,0,0
007532,095,11,8,2,0,0,0,0,0,-77.082512,-12.034604,0,0,0,0,0,0,0,0
007532,115,11,8,1,0,0,0,0,0,-77.082512,-12.034604,0,0,0,0,0,0,0,0
007533,001,11,8,,0,0,0,0,0,-77.072083,-12.033491,0,0,0,0,0,0,0,0
007533,047,11,8,,0,0,0,0,0,-77.072083,-12.033491,0,0,0,0,0,0,1,0
007533,114,11,8,1,0,0,0,0,0,-77.072083,-12.033491,0,0,0,0,0,0,0,0
007533,138,11,8,1,0,0,0,0,0,-77.072083,-12.033491,0,0,0,0,0,1,0,0
007534,035,11,8,1,0,0,0,0,0,-77.068764,-12.028754,0,0,0,0,0,0,0,0
007534,107,11,8,,0,0,0,0,0,-77.068764,-12.028754,,,,,,,,
007534,125,11,8,1,0,0,0,0,0,-77.068764,-12.028754,0,0,0,0,0,0,0,0
007535,007,11,8,,0,0,0,0,0,-77.054955,-12.033258,0,0,0,0,0,0,0,0
007535,025,11,8,1,0,0,0,0,0,-77.054955,-12.033258,0,0,0,0,0,1,0,0
007535,079,11,8,,0,1,0,0,0,-77.054955,-12.033258,0,0,0,0,0,0,0,0
007535,097,11,8,,0,0,0,0,0,-77.054955,-12.033258,0,0,0,0,0,0,0,0
007535,115,11,8,1,0,0,0,0,0,-77.054955,-12.033258,0,0,0,0,0,1,0,0
007535,150,11,8,,0,0,0,0,0,-77.054955,-12.033258,0,0,0,0,0,0,0,0
007536,005,11,8,1,0,0,0,0,0,-77.048637,-12.029813,0,0,0,0,0,0,0,0
007536,036,11,8,1,0,0,0,0,0,-77.048637,-12.029813,0,0,0,0,0,0,0,0
007536,130,11,8,1,0,0,0,0,0,-77.048637,-12.029813,0,0,0,0,0,1,0,0
007537,035,11,8,,0,0,0,0,0,-77.045197,-12.03008,0,0,0,0,1,1,0,0
007537,050,11,8,,0,0,0,0,0,-77.045197,-12.03008,0,0,0,0,0,0,0,0
007537,055,11,8,,0,0,0,0,0,-77.045197,-12.03008,0,0,0,0,0,1,1,1
007537,088,11,8,,0,0,0,0,0,-77.045197,-12.03008,0,0,0,0,0,0,0,0
007537,089,11,8,,0,0,0,0,0,-77.045197,-12.03008,0,0,0,0,0,0,0,0
007537,099,11,8,,0,0,0,0,0,-77.045197,-12.03008,0,0,0,0,0,1,0,0
007537,149,11,8,,0,0,0,0,0,-77.045197,-12.03008,0,0,0,0,0,1,0,0
007538,010,11,8,,0,0,0,0,0,-77.074829,-11.932021,0,0,0,0,0,0,1,1
007538,027,11,8,,0,0,0,0,0,-77.074829,-11.932021,0,0,0,0,0,0,0,0
007538,060,11,8,,0,0,0,0,0,-77.074829,-11.932021,0,0,0,0,0,0,0,0
007538,078,11,8,,0,0,0,0,0,-77.074829,-11.932021,0,0,0,0,0,0,0,0
007538,127,11,8,,0,0,0,0,0,-77.074829,-11.932021,0,0,0,0,0,0,0,1
007540,051,11,8,,0,0,0,0,0,-77.073067,-11.947473,0,0,0,0,0,0,0,1
007540,065,11,8,,0,0,0,0,0,-77.073067,-11.947473,0,0,0,0,0,0,0,0
007540,078,11,8,2,0,0,0,0,0,-77.073067,-11.947473,,,,,,,,
007540,091,11,8,,0,0,0,0,0,-77.073067,-11.947473,,,,,,,,
007540,105,11,8,1,0,0,0,0,0,-77.073067,-11.947473,0,0,0,0,0,0,0,1
007541,005,11,8,1,0,0,0,0,0,-77.077721,-11.948597,,,,,,,,
007541,019,11,8,1,0,0,0,0,0,-77.077721,-11.948597,0,0,0,0,0,0,0,0
007541,062,11,8,1,0,0,0,0,0,-77.077721,-11.948597,0,0,0,0,0,1,0,0
007541,090,11,8,,0,0,0,0,0,-77.077721,-11.948597,,,,,,,,
007542,017,11,8,,0,0,0,0,0,-77.078217,-11.954636,0,0,0,0,0,0,0,0
007542,060,11,8,2,0,0,0,0,0,-77.078217,-11.954636,0,0,0,0,1,0,0,0
007542,081,11,8,,0,0,0,0,0,-77.078217,-11.954636,0,0,0,0,0,0,0,1
007542,123,11,8,,0,0,0,0,0,-77.078217,-11.954636,0,0,0,0,0,0,1,1
007542,145,11,8,,0,0,0,0,0,-77.078217,-11.954636,0,0,0,0,0,0,0,1
007543,039,11,8,,0,0,0,0,0,-77.069084,-11.970342,0,0,0,0,0,0,0,1
007543,045,11,8,,0,0,0,0,0,-77.069084,-11.970342,0,0,0,0,0,0,0,0
007543,054,11,8,,0,0,0,0,0,-77.069084,-11.970342,0,0,0,0,0,1,0,0
007544,005,11,8,,0,0,0,0,0,-77.082962,-11.961559,0,0,0,0,0,0,0,0
007544,037,11,8,,0,0,0,0,0,-77.082962,-11.961559,0,0,0,0,0,0,0,0
007544,055,11,8,1,0,0,0,0,0,-77.082962,-11.961559,0,0,0,0,0,0,0,0
007544,087,12,8,2,0,0,0,0,0,-77.082962,-11.961559,0,0,0,0,0,0,0,0
007544,087,22,8,,0,0,0,0,0,-77.082962,-11.961559,0,0,0,0,0,0,0,0
007544,106,11,8,,0,0,0,0,0,-77.082962,-11.961559,0,0,0,0,0,0,0,0
007544,139,11,8,,0,0,0,0,0,-77.082962,-11.961559,0,0,0,0,0,0,0,0
007545,006,11,8,1,0,0,0,0,0,-77.073906,-11.969412,0,0,0,0,0,1,0,0
007545,027,11,8,1,0,0,0,0,0,-77.073906,-11.969412,0,0,0,0,0,0,0,0
007545,049,11,8,2,0,0,0,0,0,-77.073906,-11.969412,0,0,0,0,0,0,0,0
007545,067,11,8,1,0,0,0,0,0,-77.073906,-11.969412,0,0,0,0,0,0,0,0
007545,088,11,8,,0,0,0,0,0,-77.073906,-11.969412,0,0,0,0,0,0,0,1
007545,152,11,8,1,0,0,0,0,0,-77.073906,-11.969412,0,0,0,0,0,0,0,0
007545,191,11,8,1,0,0,0,0,0,-77.073906,-11.969412,0,0,0,0,0,0,0,0
007546,007,11,8,1,0,0,0,0,0,-77.074348,-11.973282,,,,,,,,
007546,019,11,8,,0,0,0,0,0,-77.074348,-11.973282,0,0,0,0,0,0,0,0
007546,032,11,8,,0,0,0,0,0,-77.074348,-11.973282,0,0,0,0,0,0,0,0
007546,046,11,8,1,0,0,0,0,0,-77.074348,-11.973282,0,0,0,0,0,0,0,0
007546,069,11,8,,0,1,0,0,0,-77.074348,-11.973282,0,0,0,0,0,0,0,0
007547,012,11,8,2,0,0,0,0,0,-77.069191,-11.972215,0,0,0,0,0,0,0,0
007547,053,11,8,,0,0,0,0,0,-77.069191,-11.972215,0,0,0,0,0,0,0,0
007547,073,11,8,,0,0,0,0,0,-77.069191,-11.972215,0,0,0,0,0,0,0,0
007547,131,11,8,1,0,0,0,0,0,-77.069191,-11.972215,0,0,0,0,0,1,0,0
007547,148,11,8,,0,0,0,0,0,-77.069191,-11.972215,0,0,0,0,0,0,0,0
007548,005,11,8,,0,0,0,0,0,-77.067535,-11.978618,0,0,0,0,0,0,0,0
007548,010,11,8,,0,0,0,0,0,-77.067535,-11.978618,0,0,0,0,0,0,1,0
007548,019,11,8,,0,0,0,0,0,-77.067535,-11.978618,0,0,0,0,0,0,0,0
007548,024,11,8,,0,0,0,0,0,-77.067535,-11.978618,0,0,0,0,0,0,0,0
007548,046,11,8,,0,0,0,0,0,-77.067535,-11.978618,0,0,0,0,0,0,0,0
007548,080,11,8,,0,0,0,0,0,-77.067535,-11.978618,0,0,0,0,0,0,0,1
007548,083,11,8,,0,0,0,0,0,-77.067535,-11.978618,0,0,0,0,0,0,0,0
007548,108,11,8,,0,0,0,0,0,-77.067535,-11.978618,0,0,0,0,0,0,0,0
007549,012,11,8,,0,0,0,0,0,-77.074959,-11.977604,0,0,0,0,0,0,0,0
007549,045,11,8,,0,0,0,0,0,-77.074959,-11.977604,,,,,,,,
007549,075,11,8,1,0,0,0,0,0,-77.074959,-11.977604,0,0,0,0,0,0,0,0
007549,137,11,8,,0,0,0,0,0,-77.074959,-11.977604,0,0,0,0,0,0,0,0
007552,039,11,8,1,0,0,0,0,0,-77.065079,-11.990005,,,,,,,,
007552,052,11,8,1,0,0,0,0,0,-77.065079,-11.990005,0,0,0,0,0,0,0,0
007552,081,11,8,1,0,0,0,0,0,-77.065079,-11.990005,0,0,0,0,0,1,1,0
007552,110,11,8,1,0,0,0,0,0,-77.065079,-11.990005,0,0,0,0,0,0,0,1
007552,123,11,8,,0,0,0,0,0,-77.065079,-11.990005,0,0,0,0,0,0,0,0
007555,013,11,8,,0,0,0,0,0,-77.077888,-12.006983,0,0,0,0,0,0,0,0
007555,060,11,8,,0,0,0,0,0,-77.077888,-12.006983,0,0,0,0,0,0,0,0
007555,076,11,8,,0,0,0,0,0,-77.077888,-12.006983,0,0,0,0,0,0,0,0
007555,082,11,8,,0,0,0,0,0,-77.077888,-12.006983,0,0,0,0,0,0,0,0
007555,111,11,8,,0,0,0,0,0,-77.077888,-12.006983,0,0,0,0,0,0,0,0
007555,124,11,8,,0,0,0,0,0,-77.077888,-12.006983,0,0,0,0,0,0,0,0
007558,023,11,8,1,0,0,0,0,0,-77.048676,-11.900022,0,0,0,0,0,0,0,0
007558,045,12,8,1,0,0,0,0,0,-77.048676,-11.900022,0,0,0,0,1,1,0,0
007558,045,22,8,,0,0,0,0,0,-77.048676,-11.900022,0,0,0,0,1,0,0,0
007558,116,11,8,,0,0,0,0,0,-77.048676,-11.900022,0,0,0,0,0,0,1,0
007558,140,11,8,,0,0,0,0,0,-77.048676,-11.900022,0,0,0,0,0,1,0,0
007558,164,11,8,,0,0,0,0,0,-77.048676,-11.900022,0,0,0,0,0,0,0,0
007559,003,11,8,,0,0,0,0,0,-77.043427,-11.90939,0,0,0,0,0,0,0,0
007559,021,11,8,1,0,0,0,0,0,-77.043427,-11.90939,0,0,0,0,0,0,0,0
007559,038,11,8,,0,0,0,0,0,-77.043427,-11.90939,0,0,0,0,0,0,0,0
007559,056,11,8,,0,0,0,0,0,-77.043427,-11.90939,0,0,0,0,0,0,0,0
007559,074,11,8,,0,0,0,0,0,-77.043427,-11.90939,,,,,,,,
007559,090,11,8,1,0,0,0,0,0,-77.043427,-11.90939,,,,,,,,
007560,005,11,8,1,0,0,0,0,0,-77.022018,-11.910095,0,0,0,0,0,0,1,0
007560,026,11,8,,0,0,0,0,0,-77.022018,-11.910095,,,,,,,,
007560,047,11,8,1,0,0,0,0,0,-77.022018,-11.910095,0,0,0,0,0,0,0,0
007560,069,11,8,,0,0,0,0,0,-77.022018,-11.910095,,,,,,,,
007560,089,11,8,,0,1,0,0,0,-77.022018,-11.910095,0,0,0,0,0,0,1,1
007560,130,11,8,1,0,0,0,0,0,-77.022018,-11.910095,0,0,0,0,0,0,0,0
007561,017,11,8,1,0,0,0,0,0,-77.022614,-11.923002,0,0,0,0,1,0,0,0
007561,033,11,8,,0,0,0,0,0,-77.022614,-11.923002,0,0,0,0,1,0,0,0
007561,070,11,8,1,0,0,0,0,0,-77.022614,-11.923002,0,0,0,0,0,0,0,0
007561,087,11,8,1,0,0,0,0,0,-77.022614,-11.923002,0,0,0,0,1,0,0,0
007561,105,11,8,,0,0,0,0,0,-77.022614,-11.923002,0,0,0,0,0,0,0,0
007561,124,11,8,,0,0,0,0,0,-77.022614,-11.923002,0,0,0,0,0,0,0,0
007562,021,11,8,,0,0,0,0,0,-77.06073,-11.921618,0,0,0,0,0,0,0,0
007562,037,11,8,,0,0,0,0,0,-77.06073,-11.921618,0,0,0,0,0,0,0,0
007562,052,11,8,,0,0,0,0,0,-77.06073,-11.921618,,,,,,,,
007562,067,11,8,,0,0,0,0,0,-77.06073,-11.921618,0,0,0,0,0,0,0,0
007562,083,11,8,,0,0,0,0,0,-77.06073,-11.921618,0,0,0,0,0,0,0,0
007562,098,11,8,,0,0,0,0,0,-77.06073,-11.921618,0,0,0,0,0,0,0,0
007562,144,11,8,,0,0,0,0,0,-77.06073,-11.921618,0,0,0,0,0,1,0,0
007563,007,11,8,2,0,0,0,0,0,-77.055367,-11.921823,0,0,0,0,0,1,0,0
007563,035,11,8,1,0,0,0,0,0,-77.055367,-11.921823,0,0,0,0,0,0,0,0
007563,082,11,8,,0,0,0,0,0,-77.055367,-11.921823,0,0,0,0,0,0,0,0
007563,104,11,8,,0,0,0,0,0,-77.055367,-11.921823,0,0,0,0,0,0,0,0
007563,128,11,8,,0,0,0,0,0,-77.055367,-11.921823,,,,,,,,
007563,151,11,8,1,0,0,0,0,0,-77.055367,-11.921823,0,0,0,0,0,0,0,0
007564,009,11,8,1,0,0,0,0,0,-77.042389,-11.929431,0,0,0,0,0,0,0,0
007564,019,11,8,1,0,0,0,0,0,-77.042389,-11.929431,0,0,0,0,0,1,0,0
007564,039,11,8,1,0,0,0,0,0,-77.042389,-11.929431,0,0,0,0,0,1,0,0
007564,047,11,8,,0,0,0,0,0,-77.042389,-11.929431,0,0,0,0,0,0,0,0
007564,073,11,8,,0,0,0,0,0,-77.042389,-11.929431,0,0,0,0,0,0,0,0
007566,011,11,8,1,0,0,0,0,0,-77.049095,-11.934833,0,0,0,0,0,1,1,0
007566,042,11,8,1,0,0,0,0,0,-77.049095,-11.934833,,,,,,,,
007566,058,11,8,1,0,0,0,0,0,-77.049095,-11.934833,0,0,0,0,0,0,1,1
007566,105,11,8,1,0,0,0,0,0,-77.049095,-11.934833,,,,,,,,
007566,136,11,8,,0,0,0,0,0,-77.049095,-11.934833,0,0,0,0,0,1,0,0
007567,033,11,8,1,1,0,0,0,0,-77.031364,-11.942113,0,0,0,0,0,0,0,0
007567,057,11,8,1,0,0,0,0,0,-77.031364,-11.942113,0,0,0,0,0,0,0,0
007567,086,11,8,,0,0,0,0,0,-77.031364,-11.942113,0,0,0,0,0,0,0,0
007567,113,11,8,,0,0,0,0,0,-77.031364,-11.942113,0,0,0,0,0,0,0,0
007567,162,11,8,1,0,0,0,0,0,-77.031364,-11.942113,0,0,0,0,0,0,0,0
007568,007,11,8,,0,0,0,0,0,-77.036949,-11.943805,0,0,0,0,0,0,0,0
007568,023,11,8,,0,0,0,0,0,-77.036949,-11.943805,0,0,0,0,0,0,0,0
007568,058,11,8,,0,0,0,0,0,-77.036949,-11.943805,0,0,0,0,0,0,0,0
007568,072,11,8,,0,0,0,0,0,-77.036949,-11.943805,0,0,0,0,0,0,0,0
007568,086,11,8,,0,0,0,0,0,-77.036949,-11.943805,0,0,0,0,0,0,0,0
007568,104,11,8,,0,0,0,0,0,-77.036949,-11.943805,0,0,0,0,0,0,0,0
007569,009,11,8,,0,0,0,0,0,-77.043724,-11.940557,0,0,0,0,0,0,0,0
007569,022,11,8,,0,0,0,0,0,-77.043724,-11.940557,0,0,0,0,0,1,0,0
007569,050,11,8,,0,0,0,0,0,-77.043724,-11.940557,0,0,0,0,0,0,1,0
007569,076,11,8,,0,0,0,0,0,-77.043724,-11.940557,0,0,0,0,0,0,0,0
007569,116,11,8,,0,0,0,0,0,-77.043724,-11.940557,0,0,0,0,0,0,0,0
007570,045,11,8,,0,0,0,0,0,-77.054199,-11.939813,0,0,0,0,0,1,0,0
007570,066,11,8,,0,0,0,0,0,-77.054199,-11.939813,0,0,0,0,0,0,0,0
007570,105,11,8,,0,0,0,0,0,-77.054199,-11.939813,0,0,0,0,0,0,0,1
007570,126,11,8,,0,0,0,0,0,-77.054199,-11.939813,0,0,0,0,0,0,0,0
007570,164,11,8,,0,0,0,0,0,-77.054199,-11.939813,0,0,0,0,0,0,0,0
007571,058,11,8,,0,0,0,0,0,-77.068031,-11.941879,0,0,0,0,0,0,0,1
007571,082,11,8,,0,0,0,0,0,-77.068031,-11.941879,0,0,0,0,0,0,0,0
007571,105,11,8,,0,0,0,0,0,-77.068031,-11.941879,0,0,0,0,0,0,0,0
007571,129,11,8,,0,0,0,0,0,-77.068031,-11.941879,0,0,0,0,0,0,0,0
007571,152,11,8,,0,1,0,0,0,-77.068031,-11.941879,0,0,0,0,0,0,0,0
007572,008,11,8,1,0,0,0,0,0,-77.063019,-11.940062,0,0,0,0,0,0,0,0
007572,045,11,8,,0,0,0,0,0,-77.063019,-11.940062,0,0,0,0,0,0,0,0
007572,065,11,8,,0,0,0,0,0,-77.063019,-11.940062,0,0,0,0,0,0,0,0
007572,101,11,8,,0,1,0,0,0,-77.063019,-11.940062,0,0,0,0,0,0,0,0
007572,120,11,8,,0,0,0,0,0,-77.063019,-11.940062,0,0,0,0,0,1,0,0
007572,154,11,8,,0,0,0,0,0,-77.063019,-11.940062,0,0,0,0,0,0,0,0
007574,006,11,8,,0,0,0,0,0,-77.046989,-11.959085,0,0,0,0,0,0,0,0
007574,012,11,8,,0,0,0,0,0,-77.046989,-11.959085,0,0,0,0,0,0,0,0
007574,018,11,8,,0,0,0,0,0,-77.046989,-11.959085,0,0,0,0,0,0,0,0
007574,020,11,8,,0,0,0,0,0,-77.046989,-11.959085,0,0,0,0,0,0,0,0
007574,038,11,8,,0,0,0,0,0,-77.046989,-11.959085,0,0,0,0,0,0,0,0
007574,050,11,8,,0,1,0,0,0,-77.046989,-11.959085,0,0,0,0,0,0,0,0
007575,008,11,8,1,0,0,0,0,0,-77.055481,-11.960054,0,0,0,0,0,0,0,0
007575,024,11,8,,0,0,0,0,0,-77.055481,-11.960054,0,0,0,0,0,0,0,0
007575,040,11,8,,0,0,0,0,0,-77.055481,-11.960054,0,0,0,0,0,0,0,0
007575,054,11,8,,0,0,0,0,0,-77.055481,-11.960054,0,0,0,0,0,0,0,0
007575,083,11,8,,0,0,0,0,0,-77.055481,-11.960054,0,0,0,0,0,0,0,0
007575,115,11,8,,0,0,0,0,0,-77.055481,-11.960054,0,0,0,0,0,0,0,0
007576,018,11,8,,0,0,0,0,0,-77.059639,-11.966834,0,0,0,0,0,1,0,0
007576,037,11,8,,0,0,0,0,0,-77.059639,-11.966834,0,0,0,0,0,0,0,0
007576,091,11,8,,0,0,0,0,0,-77.059639,-11.966834,0,0,0,0,0,0,1,0
007576,109,11,8,,0,0,0,0,0,-77.059639,-11.966834,0,0,0,0,0,0,0,0
007576,126,11,8,,0,0,0,0,0,-77.059639,-11.966834,0,0,0,0,0,0,0,0
007576,161,11,8,,0,0,0,0,0,-77.059639,-11.966834,0,0,0,0,0,0,0,1
007576,178,11,8,,0,0,0,0,0,-77.059639,-11.966834,0,0,0,0,0,0,0,1
007577,023,11,8,,0,0,0,0,0,-77.056541,-11.971873,0,0,0,0,0,0,0,0
007577,049,11,8,,0,0,0,0,0,-77.056541,-11.971873,0,0,0,0,0,0,0,0
007577,075,11,8,,0,0,0,0,0,-77.056541,-11.971873,0,0,0,0,0,0,0,0
007577,100,11,8,1,0,0,0,0,0,-77.056541,-11.971873,0,0,0,0,0,0,0,0
007577,150,11,8,,0,0,0,0,0,-77.056541,-11.971873,0,0,0,0,0,0,0,0
007577,176,11,8,1,0,0,0,0,0,-77.056541,-11.971873,0,0,0,0,0,0,0,0
007578,010,11,8,,0,0,0,0,0,-77.040466,-11.971371,0,0,0,0,0,0,0,0
007578,036,11,8,2,0,0,0,0,0,-77.040466,-11.971371,0,0,0,0,0,0,0,0
007578,062,11,8,1,0,0,0,0,0,-77.040466,-11.971371,0,0,0,0,0,1,0,0
007578,088,11,8,1,0,0,0,0,0,-77.040466,-11.971371,0,0,0,0,0,0,0,0
007579,008,11,8,1,0,0,0,0,0,-77.058357,-11.977204,0,0,0,0,0,0,0,0
007579,035,11,8,1,0,0,0,0,0,-77.058357,-11.977204,0,0,0,0,0,1,0,0
007579,050,11,8,1,0,0,0,0,0,-77.058357,-11.977204,0,0,0,0,0,0,0,0
007579,094,11,8,,0,0,0,0,0,-77.058357,-11.977204,0,0,0,0,0,0,0,0
007579,108,11,8,,0,0,0,0,0,-77.058357,-11.977204,0,0,0,0,0,0,0,0
007579,122,11,8,1,0,0,0,0,0,-77.058357,-11.977204,0,0,0,0,0,0,0,0
007580,012,11,8,,0,0,0,0,0,-77.04911,-11.977935,0,0,0,0,0,0,0,0
007580,046,11,8,,0,0,0,0,0,-77.04911,-11.977935,0,0,0,0,0,1,0,0
007580,115,11,8,,0,0,0,0,0,-77.04911,-11.977935,0,0,0,0,1,1,0,0
007580,149,11,8,,0,0,0,0,0,-77.04911,-11.977935,0,0,0,0,0,0,1,0
007581,013,11,8,,0,0,0,0,0,-77.047409,-11.990813,0,0,0,0,0,1,0,0
007581,043,11,8,,0,0,0,0,0,-77.047409,-11.990813,0,0,0,0,0,0,0,0
007581,059,11,8,,0,0,0,0,0,-77.047409,-11.990813,0,0,0,0,0,0,0,0
007581,088,11,8,,0,0,0,0,0,-77.047409,-11.990813,0,0,0,0,0,0,0,0
007581,103,11,8,,0,1,0,0,0,-77.047409,-11.990813,0,0,0,0,0,0,0,0
007581,131,11,8,,0,0,0,0,0,-77.047409,-11.990813,0,0,0,0,0,0,0,0
007582,024,11,8,,0,0,0,0,0,-77.056366,-11.991112,0,0,0,0,0,0,0,0
007582,044,11,8,,0,0,0,0,0,-77.056366,-11.991112,0,0,0,0,0,0,0,0
007582,067,11,8,2,0,0,0,0,0,-77.056366,-11.991112,0,0,0,0,0,1,0,0
007582,087,11,8,,0,0,0,0,0,-77.056366,-11.991112,0,0,0,1,0,0,0,0
007582,103,11,8,,1,0,0,0,0,-77.056366,-11.991112,0,0,0,0,0,0,0,0
007582,127,11,8,1,0,0,0,0,0,-77.056366,-11.991112,0,0,0,0,0,0,0,0
007583,159,11,8,,0,0,0,0,0,-77.056084,-12.003761,0,0,0,0,0,0,0,0
007583,179,11,8,,0,0,0,0,0,-77.056084,-12.003761,0,0,0,0,0,0,0,0
007584,006,11,8,,0,0,0,0,0,-77.047676,-12.006227,0,0,0,0,0,0,0,0
007584,014,11,8,,0,0,0,0,0,-77.047676,-12.006227,0,0,0,0,0,1,0,0
007584,039,11,8,,0,0,0,0,0,-77.047676,-12.006227,0,0,0,0,0,0,0,0
007584,057,11,8,,0,0,0,1,0,-77.047676,-12.006227,0,0,0,0,0,0,0,0
007584,088,11,8,,0,0,0,0,0,-77.047676,-12.006227,0,0,0,0,0,0,1,0
007584,150,11,8,,0,0,0,0,0,-77.047676,-12.006227,0,0,0,0,0,0,0,1
007585,005,11,8,,0,0,0,0,0,-77.036545,-12.013909,0,0,0,0,0,0,0,0
007585,029,11,8,,1,0,0,0,0,-77.036545,-12.013909,0,0,0,0,0,0,0,0
007585,074,11,8,1,0,0,0,0,0,-77.036545,-12.013909,0,0,0,0,0,0,0,0
007585,098,11,8,,0,0,0,0,0,-77.036545,-12.013909,0,0,0,0,0,0,0,0
007585,119,11,8,1,0,0,0,0,0,-77.036545,-12.013909,0,0,0,0,0,0,0,0
007585,142,11,8,1,0,0,0,0,0,-77.036545,-12.013909,0,0,0,0,0,0,0,0
007586,009,11,8,1,0,0,0,0,0,-77.029793,-12.017876,0,0,0,0,0,0,0,0
007586,061,11,8,,0,0,0,0,0,-77.029793,-12.017876,0,0,0,0,0,0,0,0
007586,097,11,8,,0,0,0,0,0,-77.029793,-12.017876,0,0,0,0,0,0,0,0
007586,114,11,8,,0,0,0,0,0,-77.029793,-12.017876,,,,,,,,
